"Industrial Production, Original and Seasonally Adjusted by Country and Month"

"Country","Month","Industrial Production index, original, 2010=100"
"Estonia","2006M11",114.8
"Estonia","2006M12",104.1
"Estonia","2007M01",101.4
"Estonia","2007M02",102.6
"Estonia","2007M03",117.4
"Estonia","2007M04",110.6
"Estonia","2007M05",120.5
"Estonia","2007M06",118.1
"Estonia","2007M07",102.6
"Estonia","2007M08",114.1
"Estonia","2007M09",114.4
"Estonia","2007M10",125.0
"Estonia","2007M11",118.9
"Estonia","2007M12",101.5
"Estonia","2008M01",107.1
"Estonia","2008M02",109.2
"Estonia","2008M03",109.0
"Estonia","2008M04",117.7
"Estonia","2008M05",113.4
"Estonia","2008M06",109.7
"Estonia","2008M07",103.6
"Estonia","2008M08",104.3
"Estonia","2008M09",115.8
"Estonia","2008M10",108.8
"Estonia","2008M11",95.1
"Estonia","2008M12",85.0
"Estonia","2009M01",81.8
"Estonia","2009M02",79.6
"Estonia","2009M03",86.6
"Estonia","2009M04",77.0
"Estonia","2009M05",78.2
"Estonia","2009M06",79.6
"Estonia","2009M07",74.7
"Estonia","2009M08",78.0
"Estonia","2009M09",83.4
"Estonia","2009M10",86.2
"Estonia","2009M11",85.5
"Estonia","2009M12",81.0
"Estonia","2010M01",82.4
"Estonia","2010M02",83.2
"Estonia","2010M03",99.4
"Estonia","2010M04",93.7
"Estonia","2010M05",97.7
"Estonia","2010M06",98.0
"Estonia","2010M07",93.2
"Estonia","2010M08",99.3
"Estonia","2010M09",110.1
"Estonia","2010M10",115.3
"Estonia","2010M11",116.5
"Estonia","2010M12",111.3
"Estonia","2011M01",110.6
"Estonia","2011M02",107.8
"Estonia","2011M03",130.3
"Estonia","2011M04",116.0
"Estonia","2011M05",125.7
"Estonia","2011M06",121.6
"Estonia","2011M07",110.6
"Estonia","2011M08",127.1
"Estonia","2011M09",123.8
"Estonia","2011M10",123.8
"Estonia","2011M11",126.6
"Estonia","2011M12",115.1
"Estonia","2012M01",116.3
"Estonia","2012M02",114.1
"Estonia","2012M03",126.1
"Estonia","2012M04",116.3
"Estonia","2012M05",126.8
"Estonia","2012M06",124.3
"Estonia","2012M07",108.1
"Estonia","2012M08",123.8
"Estonia","2012M09",125.0
"Estonia","2012M10",129.6
"Estonia","2012M11",129.0
"Estonia","2012M12",115.3
"Estonia","2013M01",123.5
"Estonia","2013M02",117.7
"Estonia","2013M03",128.9
"Estonia","2013M04",127.1
"Estonia","2013M05",135.1
"Estonia","2013M06",125.0
"Estonia","2013M07",121.0
"Estonia","2013M08",124.0
"Estonia","2013M09",130.3
"Estonia","2013M10",140.5
"Estonia","2013M11",130.8
"Estonia","2013M12",110.6
"Estonia","2014M01",124.5
"Estonia","2014M02",117.9
"Estonia","2014M03",133.2
"Estonia","2014M04",131.5
"Estonia","2014M05",136.5
"Estonia","2014M06",129.0
"Estonia","2014M07",126.1
"Estonia","2014M08",126.6
"Estonia","2014M09",140.4
"Estonia","2014M10",145.2
"Estonia","2014M11",135.1
"Estonia","2014M12",127.1
"Estonia","2015M01",123.5
"Estonia","2015M02",124.3
"Estonia","2015M03",141.2
"Estonia","2015M04",134.1
"Estonia","2015M05",134.1
"Estonia","2015M06",134.1
"Estonia","2015M07",122.8
"Estonia","2015M08",126.6
"Estonia","2015M09",139.1
"Estonia","2015M10",142.8
"Estonia","2015M11",133.0
"Estonia","2015M12",122.4
"Estonia","2016M01",123.1
"Estonia","2016M02",124.7
"Estonia","2016M03",136.0
"Estonia","2016M04",135.8
"Estonia","2016M05",138.8
"Estonia","2016M06",131.0
"Estonia","2016M07",121.0
"Estonia","2016M08",139.0
"Estonia","2016M09",148.0
"Estonia","2016M10",147.3
"Estonia","2016M11",150.8
"Estonia","2016M12",136.2
"Estonia","2017M01",132.0
"Estonia","2017M02",129.7
"Estonia","2017M03",155.0
"Estonia","2017M04",138.1
"Estonia","2017M05",149.9
"Estonia","2017M06",146.3
"Estonia","2017M07",122.2
"Estonia","2017M08",140.9
"Estonia","2017M09",145.2
"Estonia","2017M10",153.8
"Estonia","2017M11",149.2
"Estonia","2017M12",134.6
"Estonia","2018M01",142.3
"Estonia","2018M02",135.3
"Estonia","2018M03",152.2
"Estonia","2018M04",149.9
"Estonia","2018M05",157.6
"Estonia","2018M06",150.3
"Estonia","2018M07",131.8
"Estonia","2018M08",147.0
"Estonia","2018M09",147.5
"Estonia","2018M10",162.0
"Estonia","2018M11",162.1
"Estonia","2018M12",140.5
"Estonia","2019M01",163.3
"Estonia","2019M02",155.2
"Estonia","2019M03",171.2
"Estonia","2019M04",164.4
"Estonia","2019M05",174.7
"Estonia","2019M06",151.3
"Estonia","2019M07",139.1
"Estonia","2019M08",152.2
"Estonia","2019M09",158.0
"Estonia","2019M10",167.7
"Estonia","2019M11",161.2
"Estonia","2019M12",143.3
"Estonia","2020M01",149.9
"Estonia","2020M02",154.3
"Estonia","2020M03",164.7
"Estonia","2020M04",140.9
"Estonia","2020M05",140.2
"Estonia","2020M06",152.0
"Estonia","2020M07",141.4
"Estonia","2020M08",145.6
"Estonia","2020M09",164.6
"Estonia","2020M10",171.0
"Estonia","2020M11",163.9
"Estonia","2020M12",156.0
"Estonia","2021M01",155.5
"Estonia","2021M02",157.6
"Estonia","2021M03",182.7
"Estonia","2021M04",176.6
"Estonia","2021M05",178.0
"Estonia","2021M06",176.6
"Estonia","2021M07",154.8
"Estonia","2021M08",166.0
"Estonia","2021M09",188.2
"Estonia","2021M10",181.6
"Estonia","2021M11",189.3
"Estonia","2021M12",182.8
"Estonia","2022M01",170.1
"Estonia","2022M02",167.5
"Estonia","2022M03",206.0
"Estonia","2022M04",186.8
"Estonia","2022M05",198.2
"Estonia","2022M06",181.3
"Estonia","2022M07",145.6
"Estonia","2022M08",179.0
"Estonia","2022M09",180.8
"Estonia","2022M10",177.1
"Estonia","2022M11",171.5
"Estonia","2022M12",163.3
"Estonia","2023M01",159.2
"Estonia","2023M02",148.7
"Estonia","2023M03",176.8
"Estonia","2023M04",150.6
"Estonia","2023M05",166.8
"Estonia","2023M06",158.3
"Estonia","2023M07",130.3
"Estonia","2023M08",156.2
"Estonia","2023M09",150.8
"Estonia","2023M10",157.2
"Estonia","2023M11",160.9
"Estonia","2023M12",150.1
"Estonia","2024M01",143.0
"Estonia","2024M02",145.6
"Estonia","2024M03",154.8
"Estonia","2024M04",154.5
"Estonia","2024M05",164.4
"Estonia","2024M06",145.9
"Estonia","2024M07",128.9
"Estonia","2024M08",139.7
"Estonia","2024M09",148.5
"Estonia","2024M10",161.2
"Estonia","2024M11",156.9
"Estonia","2024M12",143.7
"Finland","2000M01",84.9
"Finland","2000M02",85.3
"Finland","2000M03",97.4
"Finland","2000M04",87.9
"Finland","2000M05",102.8
"Finland","2000M06",90.6
"Finland","2000M07",75.2
"Finland","2000M08",96.0
"Finland","2000M09",100.4
"Finland","2000M10",108.5
"Finland","2000M11",105.1
"Finland","2000M12",89.8
"Finland","2001M01",94.9
"Finland","2001M02",88.0
"Finland","2001M03",102.5
"Finland","2001M04",90.4
"Finland","2001M05",99.8
"Finland","2001M06",90.3
"Finland","2001M07",74.9
"Finland","2001M08",96.3
"Finland","2001M09",95.9
"Finland","2001M10",106.8
"Finland","2001M11",101.9
"Finland","2001M12",82.7
"Finland","2002M01",89.4
"Finland","2002M02",83.9
"Finland","2002M03",96.1
"Finland","2002M04",98.0
"Finland","2002M05",100.8
"Finland","2002M06",92.4
"Finland","2002M07",81.7
"Finland","2002M08",94.7
"Finland","2002M09",98.6
"Finland","2002M10",110.6
"Finland","2002M11",104.7
"Finland","2002M12",89.2
"Finland","2003M01",89.8
"Finland","2003M02",88.2
"Finland","2003M03",95.2
"Finland","2003M04",97.2
"Finland","2003M05",96.8
"Finland","2003M06",91.9
"Finland","2003M07",83.3
"Finland","2003M08",92.5
"Finland","2003M09",101.0
"Finland","2003M10",109.0
"Finland","2003M11",101.1
"Finland","2003M12",93.5
"Finland","2004M01",89.4
"Finland","2004M02",88.9
"Finland","2004M03",103.1
"Finland","2004M04",98.4
"Finland","2004M05",102.0
"Finland","2004M06",101.1
"Finland","2004M07",85.7
"Finland","2004M08",100.7
"Finland","2004M09",106.8
"Finland","2004M10",110.7
"Finland","2004M11",108.7
"Finland","2004M12",104.7
"Finland","2005M01",91.5
"Finland","2005M02",90.4
"Finland","2005M03",101.2
"Finland","2005M04",102.1
"Finland","2005M05",97.1
"Finland","2005M06",90.5
"Finland","2005M07",85.5
"Finland","2005M08",100.2
"Finland","2005M09",105.4
"Finland","2005M10",112.4
"Finland","2005M11",109.9
"Finland","2005M12",102.4
"Finland","2006M01",107.1
"Finland","2006M02",102.4
"Finland","2006M03",115.2
"Finland","2006M04",104.4
"Finland","2006M05",112.0
"Finland","2006M06",112.0
"Finland","2006M07",97.7
"Finland","2006M08",107.9
"Finland","2006M09",111.1
"Finland","2006M10",117.7
"Finland","2006M11",118.2
"Finland","2006M12",102.8
"Finland","2007M01",110.8
"Finland","2007M02",107.0
"Finland","2007M03",120.4
"Finland","2007M04",108.2
"Finland","2007M05",115.6
"Finland","2007M06",113.6
"Finland","2007M07",102.7
"Finland","2007M08",111.1
"Finland","2007M09",113.6
"Finland","2007M10",124.7
"Finland","2007M11",130.4
"Finland","2007M12",111.7
"Finland","2008M01",119.0
"Finland","2008M02",113.4
"Finland","2008M03",115.3
"Finland","2008M04",122.1
"Finland","2008M05",120.0
"Finland","2008M06",113.1
"Finland","2008M07",107.7
"Finland","2008M08",107.2
"Finland","2008M09",121.8
"Finland","2008M10",127.7
"Finland","2008M11",115.6
"Finland","2008M12",102.1
"Finland","2009M01",90.3
"Finland","2009M02",92.7
"Finland","2009M03",101.4
"Finland","2009M04",90.9
"Finland","2009M05",90.0
"Finland","2009M06",93.9
"Finland","2009M07",85.1
"Finland","2009M08",89.6
"Finland","2009M09",96.8
"Finland","2009M10",101.9
"Finland","2009M11",100.0
"Finland","2009M12",103.0
"Finland","2010M01",90.4
"Finland","2010M02",90.1
"Finland","2010M03",103.6
"Finland","2010M04",94.6
"Finland","2010M05",98.4
"Finland","2010M06",108.1
"Finland","2010M07",84.2
"Finland","2010M08",96.7
"Finland","2010M09",104.8
"Finland","2010M10",107.0
"Finland","2010M11",110.7
"Finland","2010M12",111.4
"Finland","2011M01",98.2
"Finland","2011M02",95.8
"Finland","2011M03",110.4
"Finland","2011M04",98.0
"Finland","2011M05",105.1
"Finland","2011M06",102.1
"Finland","2011M07",82.7
"Finland","2011M08",98.7
"Finland","2011M09",103.2
"Finland","2011M10",104.4
"Finland","2011M11",111.3
"Finland","2011M12",110.1
"Finland","2012M01",94.7
"Finland","2012M02",94.5
"Finland","2012M03",107.2
"Finland","2012M04",97.2
"Finland","2012M05",104.3
"Finland","2012M06",102.2
"Finland","2012M07",87.8
"Finland","2012M08",97.6
"Finland","2012M09",97.2
"Finland","2012M10",106.5
"Finland","2012M11",104.9
"Finland","2012M12",100.0
"Finland","2013M01",93.8
"Finland","2013M02",89.9
"Finland","2013M03",100.0
"Finland","2013M04",97.2
"Finland","2013M05",99.7
"Finland","2013M06",96.3
"Finland","2013M07",86.9
"Finland","2013M08",95.0
"Finland","2013M09",95.9
"Finland","2013M10",104.4
"Finland","2013M11",102.0
"Finland","2013M12",95.7
"Finland","2014M01",89.9
"Finland","2014M02",87.9
"Finland","2014M03",99.2
"Finland","2014M04",95.6
"Finland","2014M05",96.7
"Finland","2014M06",95.6
"Finland","2014M07",86.4
"Finland","2014M08",90.6
"Finland","2014M09",96.8
"Finland","2014M10",103.3
"Finland","2014M11",96.0
"Finland","2014M12",97.7
"Finland","2015M01",84.2
"Finland","2015M02",85.2
"Finland","2015M03",100.2
"Finland","2015M04",94.4
"Finland","2015M05",92.0
"Finland","2015M06",99.8
"Finland","2015M07",85.2
"Finland","2015M08",88.2
"Finland","2015M09",98.8
"Finland","2015M10",99.4
"Finland","2015M11",95.6
"Finland","2015M12",102.4
"Finland","2016M01",85.4
"Finland","2016M02",90.0
"Finland","2016M03",98.6
"Finland","2016M04",99.7
"Finland","2016M05",98.0
"Finland","2016M06",103.8
"Finland","2016M07",88.0
"Finland","2016M08",94.8
"Finland","2016M09",102.8
"Finland","2016M10",103.3
"Finland","2016M11",104.4
"Finland","2016M12",103.2
"Finland","2017M01",94.5
"Finland","2017M02",91.6
"Finland","2017M03",107.8
"Finland","2017M04",94.1
"Finland","2017M05",102.7
"Finland","2017M06",105.5
"Finland","2017M07",89.7
"Finland","2017M08",97.8
"Finland","2017M09",101.8
"Finland","2017M10",106.9
"Finland","2017M11",108.6
"Finland","2017M12",108.7
"Finland","2018M01",100.9
"Finland","2018M02",96.3
"Finland","2018M03",111.1
"Finland","2018M04",100.6
"Finland","2018M05",106.4
"Finland","2018M06",106.0
"Finland","2018M07",91.9
"Finland","2018M08",100.3
"Finland","2018M09",105.7
"Finland","2018M10",111.7
"Finland","2018M11",109.7
"Finland","2018M12",111.2
"Finland","2019M01",102.8
"Finland","2019M02",96.3
"Finland","2019M03",110.7
"Finland","2019M04",106.6
"Finland","2019M05",105.3
"Finland","2019M06",105.5
"Finland","2019M07",98.1
"Finland","2019M08",102.0
"Finland","2019M09",109.2
"Finland","2019M10",113.4
"Finland","2019M11",108.8
"Finland","2019M12",113.2
"Finland","2020M01",100.0
"Finland","2020M02",95.2
"Finland","2020M03",115.8
"Finland","2020M04",102.0
"Finland","2020M05",95.7
"Finland","2020M06",102.5
"Finland","2020M07",92.1
"Finland","2020M08",96.7
"Finland","2020M09",105.2
"Finland","2020M10",108.0
"Finland","2020M11",107.3
"Finland","2020M12",113.3
"Finland","2021M01",95.6
"Finland","2021M02",98.6
"Finland","2021M03",114.8
"Finland","2021M04",105.4
"Finland","2021M05",102.6
"Finland","2021M06",107.1
"Finland","2021M07",92.8
"Finland","2021M08",103.1
"Finland","2021M09",111.9
"Finland","2021M10",110.9
"Finland","2021M11",115.2
"Finland","2021M12",126.3
"Finland","2022M01",103.1
"Finland","2022M02",104.3
"Finland","2022M03",119.9
"Finland","2022M04",110.6
"Finland","2022M05",110.9
"Finland","2022M06",116.9
"Finland","2022M07",93.2
"Finland","2022M08",107.8
"Finland","2022M09",117.0
"Finland","2022M10",110.6
"Finland","2022M11",112.5
"Finland","2022M12",123.9
"Finland","2023M01",107.0
"Finland","2023M02",100.5
"Finland","2023M03",123.4
"Finland","2023M04",103.6
"Finland","2023M05",112.6
"Finland","2023M06",109.9
"Finland","2023M07",90.0
"Finland","2023M08",107.0
"Finland","2023M09",110.1
"Finland","2023M10",112.6
"Finland","2023M11",112.7
"Finland","2023M12",112.3
"Finland","2024M01",108.1
"Finland","2024M02",104.1
"Finland","2024M03",103.4
"Finland","2024M04",105.2
"Finland","2024M05",105.6
"Finland","2024M06",107.2
"Finland","2024M07",99.5
"Finland","2024M08",107.0
"Finland","2024M09",111.3
"Finland","2024M10",116.3
"Finland","2024M11",112.7
"Finland","2024M12",116.6
"France","2000M01",105.3
"France","2000M02",107.0
"France","2000M03",119.5
"France","2000M04",104.1
"France","2000M05",109.0
"France","2000M06",113.8
"France","2000M07",104.2
"France","2000M08",81.2
"France","2000M09",111.3
"France","2000M10",117.4
"France","2000M11",115.8
"France","2000M12",111.7
"France","2001M01",111.6
"France","2001M02",108.0
"France","2001M03",121.4
"France","2001M04",107.5
"France","2001M05",106.6
"France","2001M06",116.4
"France","2001M07",108.5
"France","2001M08",84.5
"France","2001M09",110.2
"France","2001M10",119.3
"France","2001M11",113.9
"France","2001M12",107.2
"France","2002M01",110.2
"France","2002M02",106.1
"France","2002M03",116.9
"France","2002M04",111.0
"France","2002M05",103.4
"France","2002M06",114.5
"France","2002M07",110.0
"France","2002M08",80.8
"France","2002M09",111.4
"France","2002M10",118.5
"France","2002M11",110.4
"France","2002M12",107.0
"France","2003M01",110.0
"France","2003M02",107.1
"France","2003M03",115.8
"France","2003M04",109.9
"France","2003M05",99.4
"France","2003M06",110.7
"France","2003M07",107.7
"France","2003M08",76.0
"France","2003M09",112.8
"France","2003M10",119.7
"France","2003M11",108.2
"France","2003M12",111.3
"France","2004M01",107.7
"France","2004M02",107.6
"France","2004M03",122.0
"France","2004M04",110.9
"France","2004M05",102.8
"France","2004M06",121.2
"France","2004M07",107.8
"France","2004M08",79.8
"France","2004M09",117.3
"France","2004M10",116.3
"France","2004M11",112.6
"France","2004M12",114.8
"France","2005M01",110.4
"France","2005M02",107.9
"France","2005M03",118.3
"France","2005M04",111.7
"France","2005M05",107.5
"France","2005M06",120.2
"France","2005M07",103.8
"France","2005M08",81.9
"France","2005M09",118.4
"France","2005M10",112.5
"France","2005M11",115.4
"France","2005M12",114.0
"France","2006M01",112.1
"France","2006M02",107.2
"France","2006M03",123.9
"France","2006M04",106.9
"France","2006M05",110.2
"France","2006M06",121.2
"France","2006M07",105.7
"France","2006M08",84.0
"France","2006M09",116.4
"France","2006M10",118.0
"France","2006M11",115.8
"France","2006M12",110.4
"France","2007M01",113.1
"France","2007M02",109.8
"France","2007M03",122.9
"France","2007M04",108.8
"France","2007M05",108.7
"France","2007M06",121.2
"France","2007M07",112.9
"France","2007M08",87.2
"France","2007M09",113.4
"France","2007M10",123.9
"France","2007M11",117.1
"France","2007M12",109.3
"France","2008M01",114.8
"France","2008M02",114.7
"France","2008M03",117.4
"France","2008M04",118.2
"France","2008M05",105.5
"France","2008M06",117.3
"France","2008M07",112.0
"France","2008M08",79.3
"France","2008M09",115.1
"France","2008M10",116.2
"France","2008M11",100.9
"France","2008M12",102.5
"France","2009M01",96.0
"France","2009M02",93.3
"France","2009M03",101.5
"France","2009M04",93.6
"France","2009M05",87.7
"France","2009M06",102.3
"France","2009M07",95.9
"France","2009M08",70.9
"France","2009M09",103.3
"France","2009M10",103.1
"France","2009M11",99.4
"France","2009M12",98.6
"France","2010M01",95.9
"France","2010M02",96.3
"France","2010M03",110.7
"France","2010M04",99.6
"France","2010M05",94.6
"France","2010M06",108.4
"France","2010M07",99.0
"France","2010M08",75.0
"France","2010M09",105.9
"France","2010M10",104.0
"France","2010M11",104.2
"France","2010M12",106.4
"France","2011M01",103.1
"France","2011M02",103.2
"France","2011M03",115.3
"France","2011M04",99.8
"France","2011M05",107.2
"France","2011M06",105.3
"France","2011M07",98.8
"France","2011M08",78.2
"France","2011M09",106.7
"France","2011M10",104.8
"France","2011M11",106.1
"France","2011M12",102.4
"France","2012M01",103.2
"France","2012M02",104.2
"France","2012M03",110.0
"France","2012M04",99.6
"France","2012M05",94.5
"France","2012M06",104.6
"France","2012M07",100.6
"France","2012M08",78.2
"France","2012M09",99.8
"France","2012M10",105.8
"France","2012M11",103.1
"France","2012M12",95.5
"France","2013M01",101.9
"France","2013M02",99.9
"France","2013M03",106.7
"France","2013M04",103.1
"France","2013M05",95.7
"France","2013M06",102.3
"France","2013M07",102.4
"France","2013M08",73.8
"France","2013M09",100.3
"France","2013M10",106.9
"France","2013M11",101.2
"France","2013M12",99.0
"France","2014M01",101.3
"France","2014M02",99.6
"France","2014M03",105.6
"France","2014M04",100.9
"France","2014M05",91.5
"France","2014M06",101.1
"France","2014M07",100.5
"France","2014M08",72.1
"France","2014M09",103.4
"France","2014M10",105.0
"France","2014M11",96.9
"France","2014M12",102.6
"France","2015M01",100.4
"France","2015M02",100.2
"France","2015M03",109.8
"France","2015M04",101.0
"France","2015M05",89.9
"France","2015M06",107.6
"France","2015M07",98.8
"France","2015M08",76.1
"France","2015M09",105.3
"France","2015M10",106.6
"France","2015M11",102.5
"France","2015M12",102.1
"France","2016M01",99.9
"France","2016M02",102.5
"France","2016M03",110.4
"France","2016M04",102.8
"France","2016M05",96.8
"France","2016M06",106.3
"France","2016M07",93.5
"France","2016M08",78.9
"France","2016M09",103.6
"France","2016M10",102.2
"France","2016M11",105.9
"France","2016M12",104.4
"France","2017M01",105.0
"France","2017M02",99.2
"France","2017M03",114.0
"France","2017M04",97.5
"France","2017M05",100.7
"France","2017M06",107.3
"France","2017M07",97.4
"France","2017M08",81.1
"France","2017M09",105.0
"France","2017M10",110.4
"France","2017M11",111.3
"France","2017M12",103.8
"France","2018M01",105.8
"France","2018M02",103.3
"France","2018M03",114.7
"France","2018M04",101.7
"France","2018M05",97.2
"France","2018M06",108.9
"France","2018M07",103.6
"France","2018M08",81.8
"France","2018M09",101.7
"France","2018M10",113.1
"France","2018M11",110.0
"France","2018M12",101.2
"France","2019M01",109.5
"France","2019M02",104.4
"France","2019M03",111.9
"France","2019M04",105.6
"France","2019M05",103.4
"France","2019M06",102.6
"France","2019M07",106.5
"France","2019M08",78.7
"France","2019M09",104.7
"France","2019M10",113.2
"France","2019M11",105.7
"France","2019M12",101.6
"France","2020M01",106.7
"France","2020M02",103.4
"France","2020M03",93.9
"France","2020M04",68.1
"France","2020M05",74.2
"France","2020M06",94.4
"France","2020M07",94.5
"France","2020M08",72.4
"France","2020M09",100.1
"France","2020M10",105.0
"France","2020M11",102.0
"France","2020M12",100.2
"France","2021M01",100.4
"France","2021M02",95.9
"France","2021M03",109.6
"France","2021M04",98.0
"France","2021M05",91.9
"France","2021M06",103.6
"France","2021M07",95.7
"France","2021M08",77.7
"France","2021M09",99.4
"France","2021M10",101.3
"France","2021M11",102.0
"France","2021M12",102.7
"France","2022M01",101.9
"France","2022M02",97.6
"France","2022M03",109.6
"France","2022M04",94.8
"France","2022M05",96.7
"France","2022M06",102.5
"France","2022M07",92.2
"France","2022M08",78.7
"France","2022M09",101.5
"France","2022M10",97.5
"France","2022M11",101.3
"France","2022M12",101.2
"France","2023M01",101.7
"France","2023M02",98.6
"France","2023M03",108.9
"France","2023M04",93.7
"France","2023M05",95.0
"France","2023M06",105.6
"France","2023M07",94.2
"France","2023M08",78.7
"France","2023M09",99.2
"France","2023M10",103.6
"France","2023M11",105.6
"France","2023M12",97.5
"France","2024M01",103.0
"France","2024M02",100.9
"France","2024M03",104.8
"France","2024M04",100.1
"France","2024M05",92.2
"France","2024M06",99.6
"France","2024M07",100.5
"France","2024M08",77.2
"France","2024M09",98.4
"France","2024M10",105.4
"France","2024M11",99.9
"France","2024M12",98.5
"Georgia","2000M01",..
"Georgia","2000M02",..
"Georgia","2000M03",..
"Georgia","2000M04",..
"Georgia","2000M05",..
"Georgia","2000M06",..
"Georgia","2000M07",..
"Georgia","2000M08",..
"Georgia","2000M09",..
"Georgia","2000M10",..
"Georgia","2000M11",..
"Georgia","2000M12",..
"Georgia","2001M01",..
"Georgia","2001M02",..
"Georgia","2001M03",..
"Georgia","2001M04",..
"Georgia","2001M05",..
"Georgia","2001M06",..
"Georgia","2001M07",..
"Georgia","2001M08",..
"Georgia","2001M09",..
"Georgia","2001M10",..
"Georgia","2001M11",..
"Georgia","2001M12",..
"Georgia","2002M01",..
"Georgia","2002M02",..
"Georgia","2002M03",..
"Georgia","2002M04",..
"Georgia","2002M05",..
"Georgia","2002M06",..
"Georgia","2002M07",..
"Georgia","2002M08",..
"Georgia","2002M09",..
"Georgia","2002M10",..
"Georgia","2002M11",..
"Georgia","2002M12",..
"Georgia","2003M01",..
"Georgia","2003M02",..
"Georgia","2003M03",..
"Georgia","2003M04",..
"Georgia","2003M05",..
"Georgia","2003M06",..
"Georgia","2003M07",..
"Georgia","2003M08",..
"Georgia","2003M09",..
"Georgia","2003M10",..
"Georgia","2003M11",..
"Georgia","2003M12",..
"Georgia","2004M01",..
"Georgia","2004M02",..
"Georgia","2004M03",..
"Georgia","2004M04",..
"Georgia","2004M05",..
"Georgia","2004M06",..
"Georgia","2004M07",..
"Georgia","2004M08",..
"Georgia","2004M09",..
"Georgia","2004M10",..
"Georgia","2004M11",..
"Georgia","2004M12",..
"Georgia","2005M01",..
"Georgia","2005M02",..
"Georgia","2005M03",..
"Georgia","2005M04",..
"Georgia","2005M05",..
"Georgia","2005M06",..
"Georgia","2005M07",..
"Georgia","2005M08",..
"Georgia","2005M09",..
"Georgia","2005M10",..
"Georgia","2005M11",..
"Georgia","2005M12",..
"Georgia","2006M01",..
"Georgia","2006M02",..
"Georgia","2006M03",..
"Georgia","2006M04",..
"Georgia","2006M05",..
"Georgia","2006M06",..
"Georgia","2006M07",..
"Georgia","2006M08",..
"Georgia","2006M09",..
"Georgia","2006M10",..
"Georgia","2006M11",..
"Georgia","2006M12",..
"Georgia","2007M01",..
"Georgia","2007M02",..
"Georgia","2007M03",..
"Georgia","2007M04",..
"Georgia","2007M05",..
"Georgia","2007M06",..
"Georgia","2007M07",..
"Georgia","2007M08",..
"Georgia","2007M09",..
"Georgia","2007M10",..
"Georgia","2007M11",..
"Georgia","2007M12",..
"Georgia","2008M01",..
"Georgia","2008M02",..
"Georgia","2008M03",..
"Georgia","2008M04",..
"Georgia","2008M05",..
"Georgia","2008M06",..
"Georgia","2008M07",..
"Georgia","2008M08",..
"Georgia","2008M09",..
"Georgia","2008M10",..
"Georgia","2008M11",..
"Georgia","2008M12",..
"Georgia","2009M01",..
"Georgia","2009M02",..
"Georgia","2009M03",..
"Georgia","2009M04",..
"Georgia","2009M05",..
"Georgia","2009M06",..
"Georgia","2009M07",..
"Georgia","2009M08",..
"Georgia","2009M09",..
"Georgia","2009M10",..
"Georgia","2009M11",..
"Georgia","2009M12",..
"Georgia","2010M01",..
"Georgia","2010M02",..
"Georgia","2010M03",..
"Georgia","2010M04",..
"Georgia","2010M05",..
"Georgia","2010M06",..
"Georgia","2010M07",..
"Georgia","2010M08",..
"Georgia","2010M09",..
"Georgia","2010M10",..
"Georgia","2010M11",..
"Georgia","2010M12",..
"Georgia","2011M01",..
"Georgia","2011M02",..
"Georgia","2011M03",..
"Georgia","2011M04",..
"Georgia","2011M05",..
"Georgia","2011M06",..
"Georgia","2011M07",..
"Georgia","2011M08",..
"Georgia","2011M09",..
"Georgia","2011M10",..
"Georgia","2011M11",..
"Georgia","2011M12",..
"Georgia","2012M01",..
"Georgia","2012M02",..
"Georgia","2012M03",..
"Georgia","2012M04",..
"Georgia","2012M05",..
"Georgia","2012M06",..
"Georgia","2012M07",..
"Georgia","2012M08",..
"Georgia","2012M09",..
"Georgia","2012M10",..
"Georgia","2012M11",..
"Georgia","2012M12",..
"Georgia","2013M01",..
"Georgia","2013M02",..
"Georgia","2013M03",..
"Georgia","2013M04",..
"Georgia","2013M05",..
"Georgia","2013M06",..
"Georgia","2013M07",..
"Georgia","2013M08",..
"Georgia","2013M09",..
"Georgia","2013M10",..
"Georgia","2013M11",..
"Georgia","2013M12",..
"Georgia","2014M01",..
"Georgia","2014M02",..
"Georgia","2014M03",..
"Georgia","2014M04",..
"Georgia","2014M05",..
"Georgia","2014M06",..
"Georgia","2014M07",..
"Georgia","2014M08",..
"Georgia","2014M09",..
"Georgia","2014M10",..
"Georgia","2014M11",..
"Georgia","2014M12",..
"Georgia","2015M01",..
"Georgia","2015M02",..
"Georgia","2015M03",..
"Georgia","2015M04",..
"Georgia","2015M05",..
"Georgia","2015M06",..
"Georgia","2015M07",..
"Georgia","2015M08",..
"Georgia","2015M09",..
"Georgia","2015M10",..
"Georgia","2015M11",..
"Georgia","2015M12",..
"Georgia","2016M01",..
"Georgia","2016M02",..
"Georgia","2016M03",..
"Georgia","2016M04",..
"Georgia","2016M05",..
"Georgia","2016M06",..
"Georgia","2016M07",..
"Georgia","2016M08",..
"Georgia","2016M09",..
"Georgia","2016M10",..
"Georgia","2016M11",..
"Georgia","2016M12",..
"Georgia","2017M01",..
"Georgia","2017M02",..
"Georgia","2017M03",..
"Georgia","2017M04",..
"Georgia","2017M05",..
"Georgia","2017M06",..
"Georgia","2017M07",..
"Georgia","2017M08",..
"Georgia","2017M09",..
"Georgia","2017M10",..
"Georgia","2017M11",..
"Georgia","2017M12",..
"Georgia","2018M01",..
"Georgia","2018M02",..
"Georgia","2018M03",..
"Georgia","2018M04",..
"Georgia","2018M05",..
