"Industrial Production, Original and Seasonally Adjusted by Country and Month"

"Country","Month","Industrial Production index, original, 2010=100"
"Montenegro","2005M06",128.4
"Montenegro","2005M07",122.5
"Montenegro","2005M08",132.9
"Montenegro","2005M09",136.2
"Montenegro","2005M10",125.6
"Montenegro","2005M11",133.9
"Montenegro","2005M12",134.2
"Montenegro","2006M01",134.0
"Montenegro","2006M02",121.7
"Montenegro","2006M03",135.1
"Montenegro","2006M04",116.1
"Montenegro","2006M05",126.9
"Montenegro","2006M06",128.9
"Montenegro","2006M07",128.8
"Montenegro","2006M08",120.8
"Montenegro","2006M09",127.5
"Montenegro","2006M10",116.7
"Montenegro","2006M11",134.4
"Montenegro","2006M12",140.7
"Montenegro","2007M01",108.2
"Montenegro","2007M02",124.5
"Montenegro","2007M03",137.3
"Montenegro","2007M04",122.6
"Montenegro","2007M05",118.8
"Montenegro","2007M06",112.8
"Montenegro","2007M07",113.1
"Montenegro","2007M08",126.6
"Montenegro","2007M09",125.1
"Montenegro","2007M10",149.0
"Montenegro","2007M11",142.6
"Montenegro","2007M12",151.6
"Montenegro","2008M01",122.1
"Montenegro","2008M02",147.9
"Montenegro","2008M03",140.8
"Montenegro","2008M04",116.3
"Montenegro","2008M05",107.4
"Montenegro","2008M06",119.7
"Montenegro","2008M07",116.9
"Montenegro","2008M08",120.8
"Montenegro","2008M09",140.5
"Montenegro","2008M10",117.8
"Montenegro","2008M11",132.6
"Montenegro","2008M12",120.9
"Montenegro","2009M01",116.6
"Montenegro","2009M02",120.1
"Montenegro","2009M03",118.7
"Montenegro","2009M04",95.1
"Montenegro","2009M05",80.1
"Montenegro","2009M06",71.2
"Montenegro","2009M07",62.2
"Montenegro","2009M08",56.4
"Montenegro","2009M09",61.4
"Montenegro","2009M10",73.2
"Montenegro","2009M11",72.2
"Montenegro","2009M12",91.0
"Montenegro","2010M01",103.5
"Montenegro","2010M02",92.6
"Montenegro","2010M03",108.7
"Montenegro","2010M04",103.9
"Montenegro","2010M05",93.1
"Montenegro","2010M06",101.1
"Montenegro","2010M07",86.7
"Montenegro","2010M08",74.5
"Montenegro","2010M09",95.3
"Montenegro","2010M10",100.6
"Montenegro","2010M11",107.2
"Montenegro","2010M12",132.8
"Montenegro","2011M01",105.4
"Montenegro","2011M02",99.8
"Montenegro","2011M03",97.1
"Montenegro","2011M04",82.5
"Montenegro","2011M05",70.6
"Montenegro","2011M06",82.1
"Montenegro","2011M07",87.2
"Montenegro","2011M08",88.1
"Montenegro","2011M09",93.9
"Montenegro","2011M10",96.6
"Montenegro","2011M11",90.0
"Montenegro","2011M12",83.5
"Montenegro","2012M01",79.8
"Montenegro","2012M02",85.4
"Montenegro","2012M03",93.5
"Montenegro","2012M04",99.8
"Montenegro","2012M05",74.1
"Montenegro","2012M06",66.0
"Montenegro","2012M07",85.6
"Montenegro","2012M08",83.0
"Montenegro","2012M09",79.2
"Montenegro","2012M10",72.9
"Montenegro","2012M11",84.8
"Montenegro","2012M12",97.7
"Montenegro","2013M01",81.2
"Montenegro","2013M02",82.4
"Montenegro","2013M03",103.0
"Montenegro","2013M04",113.9
"Montenegro","2013M05",90.6
"Montenegro","2013M06",78.8
"Montenegro","2013M07",89.6
"Montenegro","2013M08",90.6
"Montenegro","2013M09",81.4
"Montenegro","2013M10",80.5
"Montenegro","2013M11",103.0
"Montenegro","2013M12",111.6
"Montenegro","2014M01",87.3
"Montenegro","2014M02",87.6
"Montenegro","2014M03",81.8
"Montenegro","2014M04",82.4
"Montenegro","2014M05",69.3
"Montenegro","2014M06",58.0
"Montenegro","2014M07",75.0
"Montenegro","2014M08",79.1
"Montenegro","2014M09",87.8
"Montenegro","2014M10",87.6
"Montenegro","2014M11",82.4
"Montenegro","2014M12",104.0
"Montenegro","2015M01",84.0
"Montenegro","2015M02",92.7
"Montenegro","2015M03",97.7
"Montenegro","2015M04",91.6
"Montenegro","2015M05",69.3
"Montenegro","2015M06",75.7
"Montenegro","2015M07",100.8
"Montenegro","2015M08",79.5
"Montenegro","2015M09",83.2
"Montenegro","2015M10",98.2
"Montenegro","2015M11",102.3
"Montenegro","2015M12",86.4
"Montenegro","2016M01",74.1
"Montenegro","2016M02",77.2
"Montenegro","2016M03",102.0
"Montenegro","2016M04",80.5
"Montenegro","2016M05",77.4
"Montenegro","2016M06",81.9
"Montenegro","2016M07",86.7
"Montenegro","2016M08",87.3
"Montenegro","2016M09",88.6
"Montenegro","2016M10",86.5
"Montenegro","2016M11",94.7
"Montenegro","2016M12",95.4
"Montenegro","2017M01",60.6
"Montenegro","2017M02",81.2
"Montenegro","2017M03",84.6
"Montenegro","2017M04",72.3
"Montenegro","2017M05",76.5
"Montenegro","2017M06",70.6
"Montenegro","2017M07",86.9
"Montenegro","2017M08",89.7
"Montenegro","2017M09",82.6
"Montenegro","2017M10",88.4
"Montenegro","2017M11",98.5
"Montenegro","2017M12",96.9
"Montenegro","2018M01",92.6
"Montenegro","2018M02",105.3
"Montenegro","2018M03",117.2
"Montenegro","2018M04",98.2
"Montenegro","2018M05",81.5
"Montenegro","2018M06",92.3
"Montenegro","2018M07",93.5
"Montenegro","2018M08",94.4
"Montenegro","2018M09",102.5
"Montenegro","2018M10",102.0
"Montenegro","2018M11",116.4
"Montenegro","2018M12",115.5
"Montenegro","2019M01",84.2
"Montenegro","2019M02",91.7
"Montenegro","2019M03",93.7
"Montenegro","2019M04",71.0
"Montenegro","2019M05",77.5
"Montenegro","2019M06",97.5
"Montenegro","2019M07",98.1
"Montenegro","2019M08",91.6
"Montenegro","2019M09",100.7
"Montenegro","2019M10",95.5
"Montenegro","2019M11",106.0
"Montenegro","2019M12",127.0
"Montenegro","2020M01",100.3
"Montenegro","2020M02",93.7
"Montenegro","2020M03",110.4
"Montenegro","2020M04",59.8
"Montenegro","2020M05",71.0
"Montenegro","2020M06",76.3
"Montenegro","2020M07",97.0
"Montenegro","2020M08",89.2
"Montenegro","2020M09",96.0
"Montenegro","2020M10",108.3
"Montenegro","2020M11",105.2
"Montenegro","2020M12",117.0
"Montenegro","2021M01",104.7
"Montenegro","2021M02",115.2
"Montenegro","2021M03",120.6
"Montenegro","2021M04",81.8
"Montenegro","2021M05",70.9
"Montenegro","2021M06",72.4
"Montenegro","2021M07",96.9
"Montenegro","2021M08",93.7
"Montenegro","2021M09",92.7
"Montenegro","2021M10",97.9
"Montenegro","2021M11",104.6
"Montenegro","2021M12",128.2
"Montenegro","2022M01",94.2
"Montenegro","2022M02",92.1
"Montenegro","2022M03",102.6
"Montenegro","2022M04",93.5
"Montenegro","2022M05",81.8
"Montenegro","2022M06",88.6
"Montenegro","2022M07",85.5
"Montenegro","2022M08",97.3
"Montenegro","2022M09",81.1
"Montenegro","2022M10",84.4
"Montenegro","2022M11",106.3
"Montenegro","2022M12",133.5
"Montenegro","2023M01",92.7
"Montenegro","2023M02",122.5
"Montenegro","2023M03",101.0
"Montenegro","2023M04",80.9
"Montenegro","2023M05",88.4
"Montenegro","2023M06",92.1
"Montenegro","2023M07",95.4
"Montenegro","2023M08",94.6
"Montenegro","2023M09",97.7
"Montenegro","2023M10",100.3
"Montenegro","2023M11",128.8
"Montenegro","2023M12",119.1
"Montenegro","2024M01",101.3
"Montenegro","2024M02",111.2
"Montenegro","2024M03",119.1
"Montenegro","2024M04",77.2
"Montenegro","2024M05",59.2
"Montenegro","2024M06",71.0
"Montenegro","2024M07",90.1
"Montenegro","2024M08",90.5
"Montenegro","2024M09",94.0
"Montenegro","2024M10",144.6
"Montenegro","2024M11",128.4
"Montenegro","2024M12",128.6
"Netherlands","2000M01",83.8
"Netherlands","2000M02",81.2
"Netherlands","2000M03",96.6
"Netherlands","2000M04",86.9
"Netherlands","2000M05",95.4
"Netherlands","2000M06",86.0
"Netherlands","2000M07",85.1
"Netherlands","2000M08",84.0
"Netherlands","2000M09",87.4
"Netherlands","2000M10",93.2
"Netherlands","2000M11",95.2
"Netherlands","2000M12",90.2
"Netherlands","2001M01",88.4
"Netherlands","2001M02",79.8
"Netherlands","2001M03",96.5
"Netherlands","2001M04",91.3
"Netherlands","2001M05",95.6
"Netherlands","2001M06",87.4
"Netherlands","2001M07",85.6
"Netherlands","2001M08",85.5
"Netherlands","2001M09",87.2
"Netherlands","2001M10",92.7
"Netherlands","2001M11",95.8
"Netherlands","2001M12",91.6
"Netherlands","2002M01",89.8
"Netherlands","2002M02",79.1
"Netherlands","2002M03",93.3
"Netherlands","2002M04",92.2
"Netherlands","2002M05",94.6
"Netherlands","2002M06",89.3
"Netherlands","2002M07",90.6
"Netherlands","2002M08",83.8
"Netherlands","2002M09",90.6
"Netherlands","2002M10",98.9
"Netherlands","2002M11",94.3
"Netherlands","2002M12",92.4
"Netherlands","2003M01",91.9
"Netherlands","2003M02",85.1
"Netherlands","2003M03",93.0
"Netherlands","2003M04",90.2
"Netherlands","2003M05",88.9
"Netherlands","2003M06",84.6
"Netherlands","2003M07",86.3
"Netherlands","2003M08",78.6
"Netherlands","2003M09",89.5
"Netherlands","2003M10",98.1
"Netherlands","2003M11",91.8
"Netherlands","2003M12",94.6
"Netherlands","2004M01",89.5
"Netherlands","2004M02",84.2
"Netherlands","2004M03",100.5
"Netherlands","2004M04",93.4
"Netherlands","2004M05",90.6
"Netherlands","2004M06",95.1
"Netherlands","2004M07",92.1
"Netherlands","2004M08",83.5
"Netherlands","2004M09",95.4
"Netherlands","2004M10",95.6
"Netherlands","2004M11",99.4
"Netherlands","2004M12",103.5
"Netherlands","2005M01",88.4
"Netherlands","2005M02",85.6
"Netherlands","2005M03",99.7
"Netherlands","2005M04",96.4
"Netherlands","2005M05",93.4
"Netherlands","2005M06",96.9
"Netherlands","2005M07",90.2
"Netherlands","2005M08",85.9
"Netherlands","2005M09",94.9
"Netherlands","2005M10",93.3
"Netherlands","2005M11",101.0
"Netherlands","2005M12",102.0
"Netherlands","2006M01",93.2
"Netherlands","2006M02",87.8
"Netherlands","2006M03",107.2
"Netherlands","2006M04",95.4
"Netherlands","2006M05",97.8
"Netherlands","2006M06",98.0
"Netherlands","2006M07",90.0
"Netherlands","2006M08",88.4
"Netherlands","2006M09",93.2
"Netherlands","2006M10",97.2
"Netherlands","2006M11",102.0
"Netherlands","2006M12",99.6
"Netherlands","2007M01",92.3
"Netherlands","2007M02",86.9
"Netherlands","2007M03",101.5
"Netherlands","2007M04",94.6
"Netherlands","2007M05",99.6
"Netherlands","2007M06",100.2
"Netherlands","2007M07",96.4
"Netherlands","2007M08",94.4
"Netherlands","2007M09",100.4
"Netherlands","2007M10",110.6
"Netherlands","2007M11",113.1
"Netherlands","2007M12",108.6
"Netherlands","2008M01",97.3
"Netherlands","2008M02",92.9
"Netherlands","2008M03",105.0
"Netherlands","2008M04",108.2
"Netherlands","2008M05",99.0
"Netherlands","2008M06",101.1
"Netherlands","2008M07",98.2
"Netherlands","2008M08",89.7
"Netherlands","2008M09",104.0
"Netherlands","2008M10",109.5
"Netherlands","2008M11",100.2
"Netherlands","2008M12",101.5
"Netherlands","2009M01",93.4
"Netherlands","2009M02",83.4
"Netherlands","2009M03",93.4
"Netherlands","2009M04",85.6
"Netherlands","2009M05",88.7
"Netherlands","2009M06",92.9
"Netherlands","2009M07",92.8
"Netherlands","2009M08",83.2
"Netherlands","2009M09",94.7
"Netherlands","2009M10",100.1
"Netherlands","2009M11",100.0
"Netherlands","2009M12",105.7
"Netherlands","2010M01",96.9
"Netherlands","2010M02",89.7
"Netherlands","2010M03",105.0
"Netherlands","2010M04",97.1
"Netherlands","2010M05",99.8
"Netherlands","2010M06",100.2
"Netherlands","2010M07",94.7
"Netherlands","2010M08",90.1
"Netherlands","2010M09",99.8
"Netherlands","2010M10",104.0
"Netherlands","2010M11",109.3
"Netherlands","2010M12",113.6
"Netherlands","2011M01",97.5
"Netherlands","2011M02",91.5
"Netherlands","2011M03",106.6
"Netherlands","2011M04",95.2
"Netherlands","2011M05",102.3
"Netherlands","2011M06",97.5
"Netherlands","2011M07",96.3
"Netherlands","2011M08",94.1
"Netherlands","2011M09",101.9
"Netherlands","2011M10",100.8
"Netherlands","2011M11",104.7
"Netherlands","2011M12",103.5
"Netherlands","2012M01",94.4
"Netherlands","2012M02",96.5
"Netherlands","2012M03",100.9
"Netherlands","2012M04",98.2
"Netherlands","2012M05",101.1
"Netherlands","2012M06",100.0
"Netherlands","2012M07",94.9
"Netherlands","2012M08",93.0
"Netherlands","2012M09",96.6
"Netherlands","2012M10",104.3
"Netherlands","2012M11",105.5
"Netherlands","2012M12",99.5
"Netherlands","2013M01",97.8
"Netherlands","2013M02",92.4
"Netherlands","2013M03",106.2
"Netherlands","2013M04",99.9
"Netherlands","2013M05",102.8
"Netherlands","2013M06",95.7
"Netherlands","2013M07",94.8
"Netherlands","2013M08",90.6
"Netherlands","2013M09",99.7
"Netherlands","2013M10",103.5
"Netherlands","2013M11",105.6
"Netherlands","2013M12",102.6
"Netherlands","2014M01",93.2
"Netherlands","2014M02",85.6
"Netherlands","2014M03",96.1
"Netherlands","2014M04",98.5
"Netherlands","2014M05",100.4
"Netherlands","2014M06",95.0
"Netherlands","2014M07",96.2
"Netherlands","2014M08",89.3
"Netherlands","2014M09",99.6
"Netherlands","2014M10",101.6
"Netherlands","2014M11",99.2
"Netherlands","2014M12",103.4
"Netherlands","2015M01",94.0
"Netherlands","2015M02",90.4
"Netherlands","2015M03",97.6
"Netherlands","2015M04",90.4
"Netherlands","2015M05",89.1
"Netherlands","2015M06",97.1
"Netherlands","2015M07",93.0
"Netherlands","2015M08",81.6
"Netherlands","2015M09",94.9
"Netherlands","2015M10",97.3
"Netherlands","2015M11",97.3
"Netherlands","2015M12",94.8
"Netherlands","2016M01",90.1
"Netherlands","2016M02",92.4
"Netherlands","2016M03",100.1
"Netherlands","2016M04",94.3
"Netherlands","2016M05",93.2
"Netherlands","2016M06",98.8
"Netherlands","2016M07",89.8
"Netherlands","2016M08",86.0
"Netherlands","2016M09",95.0
"Netherlands","2016M10",94.0
"Netherlands","2016M11",100.9
"Netherlands","2016M12",98.5
"Netherlands","2017M01",93.0
"Netherlands","2017M02",92.4
"Netherlands","2017M03",102.6
"Netherlands","2017M04",89.7
"Netherlands","2017M05",97.0
"Netherlands","2017M06",97.8
"Netherlands","2017M07",90.3
"Netherlands","2017M08",87.6
"Netherlands","2017M09",95.8
"Netherlands","2017M10",99.9
"Netherlands","2017M11",103.1
"Netherlands","2017M12",95.9
"Netherlands","2018M01",97.8
"Netherlands","2018M02",94.1
"Netherlands","2018M03",103.8
"Netherlands","2018M04",94.5
"Netherlands","2018M05",97.3
"Netherlands","2018M06",99.0
"Netherlands","2018M07",93.0
"Netherlands","2018M08",89.9
"Netherlands","2018M09",94.5
"Netherlands","2018M10",101.2
"Netherlands","2018M11",102.4
"Netherlands","2018M12",93.4
"Netherlands","2019M01",98.0
"Netherlands","2019M02",92.0
"Netherlands","2019M03",99.9
"Netherlands","2019M04",95.9
"Netherlands","2019M05",98.4
"Netherlands","2019M06",92.5
"Netherlands","2019M07",93.6
"Netherlands","2019M08",86.3
"Netherlands","2019M09",95.4
"Netherlands","2019M10",101.4
"Netherlands","2019M11",98.6
"Netherlands","2019M12",92.8
"Netherlands","2020M01",96.4
"Netherlands","2020M02",93.0
"Netherlands","2020M03",98.8
"Netherlands","2020M04",87.0
"Netherlands","2020M05",86.2
"Netherlands","2020M06",89.8
"Netherlands","2020M07",90.4
"Netherlands","2020M08",82.2
"Netherlands","2020M09",94.7
"Netherlands","2020M10",97.6
"Netherlands","2020M11",96.5
"Netherlands","2020M12",94.9
"Netherlands","2021M01",91.9
"Netherlands","2021M02",89.5
"Netherlands","2021M03",103.1
"Netherlands","2021M04",94.3
"Netherlands","2021M05",92.5
"Netherlands","2021M06",99.4
"Netherlands","2021M07",94.5
"Netherlands","2021M08",85.2
"Netherlands","2021M09",98.0
"Netherlands","2021M10",97.5
"Netherlands","2021M11",102.8
"Netherlands","2021M12",102.4
"Netherlands","2022M01",95.9
"Netherlands","2022M02",92.5
"Netherlands","2022M03",105.7
"Netherlands","2022M04",98.2
"Netherlands","2022M05",100.2
"Netherlands","2022M06",102.8
"Netherlands","2022M07",96.0
"Netherlands","2022M08",90.8
"Netherlands","2022M09",104.2
"Netherlands","2022M10",100.8
"Netherlands","2022M11",104.4
"Netherlands","2022M12",101.6
"Netherlands","2023M01",97.4
"Netherlands","2023M02",94.6
"Netherlands","2023M03",109.6
"Netherlands","2023M04",93.5
"Netherlands","2023M05",99.0
"Netherlands","2023M06",105.9
"Netherlands","2023M07",95.6
"Netherlands","2023M08",90.0
"Netherlands","2023M09",97.8
"Netherlands","2023M10",98.9
"Netherlands","2023M11",100.3
"Netherlands","2023M12",96.5
"Netherlands","2024M01",95.2
"Netherlands","2024M02",95.4
"Netherlands","2024M03",101.2
"Netherlands","2024M04",97.4
"Netherlands","2024M05",97.6
"Netherlands","2024M06",98.0
"Netherlands","2024M07",96.8
"Netherlands","2024M08",88.7
"Netherlands","2024M09",95.8
"Netherlands","2024M10",100.6
"Netherlands","2024M11",100.1
"Netherlands","2024M12",96.0
"North Macedonia","2000M01",79.7
"North Macedonia","2000M02",101.9
"North Macedonia","2000M03",114.0
"North Macedonia","2000M04",97.1
"North Macedonia","2000M05",87.6
"North Macedonia","2000M06",97.8
"North Macedonia","2000M07",85.1
"North Macedonia","2000M08",85.8
"North Macedonia","2000M09",113.6
"North Macedonia","2000M10",99.0
"North Macedonia","2000M11",116.8
"North Macedonia","2000M12",108.7
"North Macedonia","2001M01",85.4
"North Macedonia","2001M02",99.4
"North Macedonia","2001M03",97.8
"North Macedonia","2001M04",100.8
"North Macedonia","2001M05",97.7
"North Macedonia","2001M06",85.0
"North Macedonia","2001M07",85.4
"North Macedonia","2001M08",85.0
"North Macedonia","2001M09",92.9
"North Macedonia","2001M10",120.3
"North Macedonia","2001M11",110.9
"North Macedonia","2001M12",90.0
"North Macedonia","2002M01",66.9
"North Macedonia","2002M02",84.1
"North Macedonia","2002M03",90.7
"North Macedonia","2002M04",95.5
"North Macedonia","2002M05",78.8
"North Macedonia","2002M06",86.7
"North Macedonia","2002M07",79.8
"North Macedonia","2002M08",76.7
"North Macedonia","2002M09",91.6
"North Macedonia","2002M10",120.1
"North Macedonia","2002M11",117.0
"North Macedonia","2002M12",102.0
"North Macedonia","2003M01",72.6
"North Macedonia","2003M02",72.6
"North Macedonia","2003M03",105.2
"North Macedonia","2003M04",94.9
"North Macedonia","2003M05",88.8
"North Macedonia","2003M06",86.7
"North Macedonia","2003M07",92.1
"North Macedonia","2003M08",71.1
"North Macedonia","2003M09",122.2
"North Macedonia","2003M10",124.3
"North Macedonia","2003M11",117.6
"North Macedonia","2003M12",93.3
"North Macedonia","2004M01",71.8
"North Macedonia","2004M02",82.3
"North Macedonia","2004M03",94.6
"North Macedonia","2004M04",92.2
"North Macedonia","2004M05",85.8
"North Macedonia","2004M06",90.6
"North Macedonia","2004M07",94.0
"North Macedonia","2004M08",93.0
"North Macedonia","2004M09",98.1
"North Macedonia","2004M10",100.6
"North Macedonia","2004M11",99.9
"North Macedonia","2004M12",112.9
"North Macedonia","2005M01",77.0
"North Macedonia","2005M02",87.5
"North Macedonia","2005M03",94.4
"North Macedonia","2005M04",103.0
"North Macedonia","2005M05",104.4
"North Macedonia","2005M06",105.9
"North Macedonia","2005M07",99.8
"North Macedonia","2005M08",98.2
"North Macedonia","2005M09",104.9
"North Macedonia","2005M10",105.7
"North Macedonia","2005M11",103.8
"North Macedonia","2005M12",110.1
"North Macedonia","2006M01",79.8
"North Macedonia","2006M02",86.6
"North Macedonia","2006M03",100.3
"North Macedonia","2006M04",101.3
"North Macedonia","2006M05",108.4
"North Macedonia","2006M06",116.8
"North Macedonia","2006M07",111.7
"North Macedonia","2006M08",109.7
"North Macedonia","2006M09",113.3
"North Macedonia","2006M10",114.0
"North Macedonia","2006M11",110.1
"North Macedonia","2006M12",112.7
"North Macedonia","2007M01",87.2
"North Macedonia","2007M02",99.2
"North Macedonia","2007M03",109.7
"North Macedonia","2007M04",106.5
"North Macedonia","2007M05",102.4
"North Macedonia","2007M06",109.2
"North Macedonia","2007M07",110.3
"North Macedonia","2007M08",111.2
"North Macedonia","2007M09",118.2
"North Macedonia","2007M10",125.8
"North Macedonia","2007M11",117.1
"North Macedonia","2007M12",117.3
"North Macedonia","2008M01",99.0
"North Macedonia","2008M02",106.6
"North Macedonia","2008M03",108.2
"North Macedonia","2008M04",112.0
"North Macedonia","2008M05",120.5
"North Macedonia","2008M06",122.0
"North Macedonia","2008M07",125.9
"North Macedonia","2008M08",120.1
"North Macedonia","2008M09",135.7
"North Macedonia","2008M10",112.5
"North Macedonia","2008M11",113.3
"North Macedonia","2008M12",104.9
"North Macedonia","2009M01",82.0
"North Macedonia","2009M02",91.8
"North Macedonia","2009M03",101.6
"North Macedonia","2009M04",101.5
"North Macedonia","2009M05",99.8
"North Macedonia","2009M06",101.9
"North Macedonia","2009M07",100.5
"North Macedonia","2009M08",107.6
"North Macedonia","2009M09",122.6
"North Macedonia","2009M10",111.4
"North Macedonia","2009M11",116.7
"North Macedonia","2009M12",123.8
"North Macedonia","2010M01",81.2
"North Macedonia","2010M02",85.3
"North Macedonia","2010M03",94.8
"North Macedonia","2010M04",93.4
"North Macedonia","2010M05",98.7
"North Macedonia","2010M06",105.4
"North Macedonia","2010M07",105.4
"North Macedonia","2010M08",100.6
"North Macedonia","2010M09",104.6
"North Macedonia","2010M10",102.7
"North Macedonia","2010M11",117.4
"North Macedonia","2010M12",110.4
"North Macedonia","2011M01",88.0
"North Macedonia","2011M02",93.3
"North Macedonia","2011M03",109.7
"North Macedonia","2011M04",105.7
"North Macedonia","2011M05",112.4
"North Macedonia","2011M06",107.8
"North Macedonia","2011M07",112.7
"North Macedonia","2011M08",104.0
"North Macedonia","2011M09",110.7
"North Macedonia","2011M10",110.4
"North Macedonia","2011M11",113.2
"North Macedonia","2011M12",115.7
"North Macedonia","2012M01",81.9
"North Macedonia","2012M02",85.7
"North Macedonia","2012M03",105.9
"North Macedonia","2012M04",107.3
"North Macedonia","2012M05",109.0
"North Macedonia","2012M06",106.3
"North Macedonia","2012M07",111.3
"North Macedonia","2012M08",104.2
"North Macedonia","2012M09",100.6
"North Macedonia","2012M10",110.4
"North Macedonia","2012M11",114.4
"North Macedonia","2012M12",111.2
"North Macedonia","2013M01",85.4
"North Macedonia","2013M02",91.2
"North Macedonia","2013M03",112.9
"North Macedonia","2013M04",115.2
"North Macedonia","2013M05",108.2
"North Macedonia","2013M06",111.1
"North Macedonia","2013M07",116.5
"North Macedonia","2013M08",102.1
"North Macedonia","2013M09",104.1
"North Macedonia","2013M10",109.1
"North Macedonia","2013M11",116.5
"North Macedonia","2013M12",115.8
"North Macedonia","2014M01",91.0
"North Macedonia","2014M02",94.9
"North Macedonia","2014M03",113.5
"North Macedonia","2014M04",117.8
"North Macedonia","2014M05",118.7
"North Macedonia","2014M06",116.5
"North Macedonia","2014M07",123.3
"North Macedonia","2014M08",103.3
"North Macedonia","2014M09",113.5
"North Macedonia","2014M10",117.3
"North Macedonia","2014M11",123.2
"North Macedonia","2014M12",116.7
"North Macedonia","2015M01",91.9
"North Macedonia","2015M02",98.0
"North Macedonia","2015M03",114.2
"North Macedonia","2015M04",116.7
"North Macedonia","2015M05",112.8
"North Macedonia","2015M06",123.9
"North Macedonia","2015M07",120.0
"North Macedonia","2015M08",116.5
"North Macedonia","2015M09",123.3
"North Macedonia","2015M10",132.8
"North Macedonia","2015M11",137.4
"North Macedonia","2015M12",129.0
"North Macedonia","2016M01",99.3
"North Macedonia","2016M02",112.8
"North Macedonia","2016M03",124.4
"North Macedonia","2016M04",120.9
"North Macedonia","2016M05",118.7
"North Macedonia","2016M06",118.4
"North Macedonia","2016M07",126.1
"North Macedonia","2016M08",122.5
"North Macedonia","2016M09",129.0
"North Macedonia","2016M10",128.0
"North Macedonia","2016M11",130.7
"North Macedonia","2016M12",133.4
"North Macedonia","2017M01",96.7
"North Macedonia","2017M02",111.3
"North Macedonia","2017M03",123.3
"North Macedonia","2017M04",118.5
"North Macedonia","2017M05",129.7
"North Macedonia","2017M06",123.1
"North Macedonia","2017M07",123.3
"North Macedonia","2017M08",115.8
"North Macedonia","2017M09",129.2
"North Macedonia","2017M10",129.6
"North Macedonia","2017M11",136.1
"North Macedonia","2017M12",129.9
"North Macedonia","2018M01",104.8
"North Macedonia","2018M02",114.7
"North Macedonia","2018M03",129.0
"North Macedonia","2018M04",120.4
"North Macedonia","2018M05",131.0
"North Macedonia","2018M06",138.0
"North Macedonia","2018M07",133.7
"North Macedonia","2018M08",118.3
"North Macedonia","2018M09",135.1
"North Macedonia","2018M10",137.9
"North Macedonia","2018M11",142.7
"North Macedonia","2018M12",140.2
"North Macedonia","2019M01",117.3
"North Macedonia","2019M02",123.2
"North Macedonia","2019M03",138.6
"North Macedonia","2019M04",127.0
"North Macedonia","2019M05",132.6
"North Macedonia","2019M06",134.4
"North Macedonia","2019M07",141.5
"North Macedonia","2019M08",129.9
"North Macedonia","2019M09",143.3
"North Macedonia","2019M10",143.7
"North Macedonia","2019M11",139.8
"North Macedonia","2019M12",131.9
"North Macedonia","2020M01",117.7
"North Macedonia","2020M02",127.5
"North Macedonia","2020M03",120.0
"North Macedonia","2020M04",84.5
"North Macedonia","2020M05",96.8
"North Macedonia","2020M06",114.0
"North Macedonia","2020M07",128.0
"North Macedonia","2020M08",118.2
"North Macedonia","2020M09",137.4
"North Macedonia","2020M10",136.3
"North Macedonia","2020M11",134.2
"North Macedonia","2020M12",135.2
"North Macedonia","2021M01",101.9
"North Macedonia","2021M02",111.9
"North Macedonia","2021M03",129.2
"North Macedonia","2021M04",123.3
"North Macedonia","2021M05",112.9
"North Macedonia","2021M06",124.8
"North Macedonia","2021M07",127.4
"North Macedonia","2021M08",116.6
"North Macedonia","2021M09",126.4
"North Macedonia","2021M10",127.5
"North Macedonia","2021M11",140.5
"North Macedonia","2021M12",128.6
"North Macedonia","2022M01",102.6
"North Macedonia","2022M02",119.0
"North Macedonia","2022M03",133.4
"North Macedonia","2022M04",118.8
"North Macedonia","2022M05",122.5
"North Macedonia","2022M06",124.7
"North Macedonia","2022M07",120.9
"North Macedonia","2022M08",116.8
"North Macedonia","2022M09",125.8
"North Macedonia","2022M10",120.8
"North Macedonia","2022M11",135.3
"North Macedonia","2022M12",127.0
"North Macedonia","2023M01",100.2
"North Macedonia","2023M02",120.1
"North Macedonia","2023M03",135.1
"North Macedonia","2023M04",116.7
"North Macedonia","2023M05",129.9
"North Macedonia","2023M06",129.2
"North Macedonia","2023M07",118.8
"North Macedonia","2023M08",110.9
"North Macedonia","2023M09",131.4
"North Macedonia","2023M10",132.8
"North Macedonia","2023M11",132.2
"North Macedonia","2023M12",119.6
"North Macedonia","2024M01",103.1
"North Macedonia","2024M02",120.5
"North Macedonia","2024M03",121.0
"North Macedonia","2024M04",115.4
"North Macedonia","2024M05",112.8
"North Macedonia","2024M06",120.9
"North Macedonia","2024M07",123.3
"North Macedonia","2024M08",109.1
"North Macedonia","2024M09",121.0
"North Macedonia","2024M10",131.3
"North Macedonia","2024M11",127.6
"North Macedonia","2024M12",117.9
"Norway","2000M01",122.7
"Norway","2000M02",120.2
"Norway","2000M03",130.1
"Norway","2000M04",110.3
"Norway","2000M05",118.2
"Norway","2000M06",113.3
"Norway","2000M07",107.7
"Norway","2000M08",116.4
"Norway","2000M09",114.4
"Norway","2000M10",126.2
"Norway","2000M11",124.3
"Norway","2000M12",119.6
"Norway","2001M01",127.4
"Norway","2001M02",114.9
"Norway","2001M03",127.4
"Norway","2001M04",112.4
"Norway","2001M05",111.3
"Norway","2001M06",112.1
"Norway","2001M07",98.7
"Norway","2001M08",116.2
