"Price Indices by Country and Month"

"Country","Month","Consumer price index, 2010=100"
"Albania","2000M01",75.3
"Albania","2000M02",74.8
"Albania","2000M03",74.0
"Albania","2000M04",74.5
"Albania","2000M05",75.0
"Albania","2000M06",73.4
"Albania","2000M07",71.4
"Albania","2000M08",71.8
"Albania","2000M09",73.0
"Albania","2000M10",73.9
"Albania","2000M11",74.5
"Albania","2000M12",77.9
"Albania","2001M01",76.9
"Albania","2001M02",75.9
"Albania","2001M03",76.1
"Albania","2001M04",76.8
"Albania","2001M05",76.9
"Albania","2001M06",76.4
"Albania","2001M07",75.5
"Albania","2001M08",74.7
"Albania","2001M09",75.5
"Albania","2001M10",75.2
"Albania","2001M11",76.6
"Albania","2001M12",80.7
"Albania","2002M01",81.9
"Albania","2002M02",81.7
"Albania","2002M03",81.8
"Albania","2002M04",81.7
"Albania","2002M05",80.4
"Albania","2002M06",79.2
"Albania","2002M07",78.7
"Albania","2002M08",78.8
"Albania","2002M09",79.5
"Albania","2002M10",79.6
"Albania","2002M11",79.5
"Albania","2002M12",82.0
"Albania","2003M01",81.8
"Albania","2003M02",82.6
"Albania","2003M03",82.9
"Albania","2003M04",83.6
"Albania","2003M05",82.7
"Albania","2003M06",81.3
"Albania","2003M07",81.0
"Albania","2003M08",81.1
"Albania","2003M09",81.7
"Albania","2003M10",81.9
"Albania","2003M11",82.2
"Albania","2003M12",84.7
"Albania","2004M01",84.5
"Albania","2004M02",86.2
"Albania","2004M03",86.2
"Albania","2004M04",86.3
"Albania","2004M05",84.8
"Albania","2004M06",83.6
"Albania","2004M07",83.5
"Albania","2004M08",83.3
"Albania","2004M09",83.3
"Albania","2004M10",83.5
"Albania","2004M11",84.0
"Albania","2004M12",86.6
"Albania","2005M01",87.3
"Albania","2005M02",87.7
"Albania","2005M03",87.7
"Albania","2005M04",87.4
"Albania","2005M05",86.5
"Albania","2005M06",86.0
"Albania","2005M07",85.0
"Albania","2005M08",85.2
"Albania","2005M09",86.0
"Albania","2005M10",86.3
"Albania","2005M11",86.5
"Albania","2005M12",88.4
"Albania","2006M01",88.5
"Albania","2006M02",88.9
"Albania","2006M03",89.0
"Albania","2006M04",89.5
"Albania","2006M05",89.2
"Albania","2006M06",88.1
"Albania","2006M07",87.8
"Albania","2006M08",87.6
"Albania","2006M09",88.2
"Albania","2006M10",88.2
"Albania","2006M11",89.0
"Albania","2006M12",90.6
"Albania","2007M01",91.0
"Albania","2007M02",91.5
"Albania","2007M03",91.4
"Albania","2007M04",91.2
"Albania","2007M05",90.5
"Albania","2007M06",89.9
"Albania","2007M07",89.6
"Albania","2007M08",91.3
"Albania","2007M09",92.1
"Albania","2007M10",92.0
"Albania","2007M11",92.2
"Albania","2007M12",93.4
"Albania","2008M01",93.8
"Albania","2008M02",94.7
"Albania","2008M03",95.6
"Albania","2008M04",95.2
"Albania","2008M05",94.3
"Albania","2008M06",93.5
"Albania","2008M07",92.9
"Albania","2008M08",93.6
"Albania","2008M09",94.5
"Albania","2008M10",94.6
"Albania","2008M11",94.5
"Albania","2008M12",95.4
"Albania","2009M01",95.8
"Albania","2009M02",96.5
"Albania","2009M03",97.1
"Albania","2009M04",97.0
"Albania","2009M05",96.3
"Albania","2009M06",95.7
"Albania","2009M07",95.0
"Albania","2009M08",95.6
"Albania","2009M09",96.4
"Albania","2009M10",97.0
"Albania","2009M11",97.4
"Albania","2009M12",99.0
"Albania","2010M01",99.3
"Albania","2010M02",100.8
"Albania","2010M03",100.8
"Albania","2010M04",100.4
"Albania","2010M05",100.8
"Albania","2010M06",98.7
"Albania","2010M07",98.2
"Albania","2010M08",99.0
"Albania","2010M09",99.7
"Albania","2010M10",99.9
"Albania","2010M11",100.1
"Albania","2010M12",102.3
"Albania","2011M01",103.1
"Albania","2011M02",105.5
"Albania","2011M03",105.4
"Albania","2011M04",104.8
"Albania","2011M05",103.6
"Albania","2011M06",102.5
"Albania","2011M07",101.8
"Albania","2011M08",102.0
"Albania","2011M09",102.5
"Albania","2011M10",102.9
"Albania","2011M11",103.0
"Albania","2011M12",104.0
"Albania","2012M01",104.7
"Albania","2012M02",106.1
"Albania","2012M03",106.5
"Albania","2012M04",106.4
"Albania","2012M05",105.6
"Albania","2012M06",104.8
"Albania","2012M07",104.6
"Albania","2012M08",105.0
"Albania","2012M09",105.2
"Albania","2012M10",105.4
"Albania","2012M11",105.6
"Albania","2012M12",106.5
"Albania","2013M01",107.6
"Albania","2013M02",108.7
"Albania","2013M03",109.0
"Albania","2013M04",108.9
"Albania","2013M05",107.8
"Albania","2013M06",107.2
"Albania","2013M07",106.3
"Albania","2013M08",106.2
"Albania","2013M09",107.0
"Albania","2013M10",107.2
"Albania","2013M11",106.6
"Albania","2013M12",108.5
"Albania","2014M01",109.3
"Albania","2014M02",110.8
"Albania","2014M03",111.4
"Albania","2014M04",110.7
"Albania","2014M05",109.5
"Albania","2014M06",108.8
"Albania","2014M07",108.2
"Albania","2014M08",108.2
"Albania","2014M09",108.6
"Albania","2014M10",108.7
"Albania","2014M11",108.4
"Albania","2014M12",109.2
"Albania","2015M01",110.7
"Albania","2015M02",113.3
"Albania","2015M03",113.8
"Albania","2015M04",113.2
"Albania","2015M05",111.4
"Albania","2015M06",110.2
"Albania","2015M07",109.5
"Albania","2015M08",110.4
"Albania","2015M09",111.0
"Albania","2015M10",111.0
"Albania","2015M11",110.7
"Albania","2015M12",111.3
"Albania","2016M01",112.3
"Albania","2016M02",113.6
"Albania","2016M03",114.1
"Albania","2016M04",113.6
"Albania","2016M05",112.2
"Albania","2016M06",111.5
"Albania","2016M07",111.6
"Albania","2016M08",112.6
"Albania","2016M09",113.0
"Albania","2016M10",112.7
"Albania","2016M11",112.7
"Albania","2016M12",113.8
"Albania","2017M01",115.5
"Albania","2017M02",116.1
"Albania","2017M03",116.5
"Albania","2017M04",115.8
"Albania","2017M05",114.4
"Albania","2017M06",114.0
"Albania","2017M07",113.9
"Albania","2017M08",114.3
"Albania","2017M09",114.8
"Albania","2017M10",114.8
"Albania","2017M11",114.6
"Albania","2017M12",115.8
"Albania","2018M01",117.5
"Albania","2018M02",118.5
"Albania","2018M03",118.8
"Albania","2018M04",118.2
"Albania","2018M05",116.8
"Albania","2018M06",116.8
"Albania","2018M07",116.5
"Albania","2018M08",116.9
"Albania","2018M09",117.2
"Albania","2018M10",116.9
"Albania","2018M11",116.7
"Albania","2018M12",117.9
"Albania","2019M01",119.8
"Albania","2019M02",120.5
"Albania","2019M03",120.1
"Albania","2019M04",119.8
"Albania","2019M05",118.6
"Albania","2019M06",118.3
"Albania","2019M07",118.2
"Albania","2019M08",118.6
"Albania","2019M09",118.7
"Albania","2019M10",118.4
"Albania","2019M11",118.3
"Albania","2019M12",119.2
"Albania","2020M01",121.5
"Albania","2020M02",122.0
"Albania","2020M03",122.6
"Albania","2020M04",122.1
"Albania","2020M05",121.1
"Albania","2020M06",120.4
"Albania","2020M07",119.8
"Albania","2020M08",120.1
"Albania","2020M09",120.5
"Albania","2020M10",120.8
"Albania","2020M11",120.2
"Albania","2020M12",120.5
"Albania","2021M01",122.0
"Albania","2021M02",123.4
"Albania","2021M03",124.2
"Albania","2021M04",124.5
"Albania","2021M05",123.4
"Albania","2021M06",122.3
"Albania","2021M07",122.5
"Albania","2021M08",123.0
"Albania","2021M09",123.5
"Albania","2021M10",123.7
"Albania","2021M11",123.9
"Albania","2021M12",125.0
"Albania","2022M01",126.6
"Albania","2022M02",128.2
"Albania","2022M03",131.2
"Albania","2022M04",132.2
"Albania","2022M05",131.6
"Albania","2022M06",131.4
"Albania","2022M07",131.7
"Albania","2022M08",132.7
"Albania","2022M09",133.5
"Albania","2022M10",134.0
"Albania","2022M11",133.7
"Albania","2022M12",134.2
"Albania","2023M01",135.7
"Albania","2023M02",137.2
"Albania","2023M03",138.2
"Albania","2023M04",138.2
"Albania","2023M05",137.8
"Albania","2023M06",137.3
"Albania","2023M07",137.2
"Albania","2023M08",138.0
"Albania","2023M09",138.9
"Albania","2023M10",139.1
"Albania","2023M11",138.9
"Albania","2023M12",139.6
"Albania","2024M01",140.3
"Albania","2024M02",140.8
"Albania","2024M03",141.4
"Albania","2024M04",141.1
"Albania","2024M05",140.8
"Albania","2024M06",140.3
"Albania","2024M07",140.0
"Albania","2024M08",140.7
"Albania","2024M09",141.6
"Albania","2024M10",141.8
"Albania","2024M11",141.7
"Albania","2024M12",142.5
"Andorra","2000M01",..
"Andorra","2000M02",..
"Andorra","2000M03",..
"Andorra","2000M04",..
"Andorra","2000M05",..
"Andorra","2000M06",..
"Andorra","2000M07",..
"Andorra","2000M08",..
"Andorra","2000M09",..
"Andorra","2000M10",..
"Andorra","2000M11",..
"Andorra","2000M12",..
"Andorra","2001M01",77.7
"Andorra","2001M02",77.9
"Andorra","2001M03",79.4
"Andorra","2001M04",79.4
"Andorra","2001M05",79.5
"Andorra","2001M06",79.4
"Andorra","2001M07",78.6
"Andorra","2001M08",78.7
"Andorra","2001M09",79.8
"Andorra","2001M10",79.8
"Andorra","2001M11",80.0
"Andorra","2001M12",80.4
"Andorra","2002M01",79.8
"Andorra","2002M02",80.6
"Andorra","2002M03",81.7
"Andorra","2002M04",81.7
"Andorra","2002M05",81.7
"Andorra","2002M06",81.6
"Andorra","2002M07",80.8
"Andorra","2002M08",81.6
"Andorra","2002M09",82.5
"Andorra","2002M10",82.8
"Andorra","2002M11",82.7
"Andorra","2002M12",82.9
"Andorra","2003M01",82.5
"Andorra","2003M02",83.2
"Andorra","2003M03",84.3
"Andorra","2003M04",84.3
"Andorra","2003M05",84.2
"Andorra","2003M06",83.8
"Andorra","2003M07",83.4
"Andorra","2003M08",84.1
"Andorra","2003M09",85.1
"Andorra","2003M10",85.2
"Andorra","2003M11",85.2
"Andorra","2003M12",85.2
"Andorra","2004M01",84.1
"Andorra","2004M02",84.7
"Andorra","2004M03",85.9
"Andorra","2004M04",86.4
"Andorra","2004M05",86.9
"Andorra","2004M06",86.8
"Andorra","2004M07",86.3
"Andorra","2004M08",86.8
"Andorra","2004M09",87.7
"Andorra","2004M10",88.1
"Andorra","2004M11",88.0
"Andorra","2004M12",88.0
"Andorra","2005M01",87.5
"Andorra","2005M02",88.4
"Andorra","2005M03",89.5
"Andorra","2005M04",89.9
"Andorra","2005M05",89.9
"Andorra","2005M06",89.8
"Andorra","2005M07",88.9
"Andorra","2005M08",89.4
"Andorra","2005M09",90.6
"Andorra","2005M10",90.8
"Andorra","2005M11",90.5
"Andorra","2005M12",90.9
"Andorra","2006M01",90.9
"Andorra","2006M02",91.6
"Andorra","2006M03",92.8
"Andorra","2006M04",93.3
"Andorra","2006M05",93.6
"Andorra","2006M06",93.3
"Andorra","2006M07",92.5
"Andorra","2006M08",93.1
"Andorra","2006M09",94.0
"Andorra","2006M10",93.7
"Andorra","2006M11",93.6
"Andorra","2006M12",93.6
"Andorra","2007M01",93.5
"Andorra","2007M02",93.6
"Andorra","2007M03",95.0
"Andorra","2007M04",95.4
"Andorra","2007M05",95.2
"Andorra","2007M06",95.2
"Andorra","2007M07",94.4
"Andorra","2007M08",95.1
"Andorra","2007M09",96.2
"Andorra","2007M10",97.0
"Andorra","2007M11",97.5
"Andorra","2007M12",97.4
"Andorra","2008M01",97.5
"Andorra","2008M02",98.1
"Andorra","2008M03",99.6
"Andorra","2008M04",100.0
"Andorra","2008M05",100.6
"Andorra","2008M06",101.0
"Andorra","2008M07",100.1
"Andorra","2008M08",100.0
"Andorra","2008M09",100.7
"Andorra","2008M10",100.2
"Andorra","2008M11",99.2
"Andorra","2008M12",98.3
"Andorra","2009M01",97.0
"Andorra","2009M02",97.5
"Andorra","2009M03",98.3
"Andorra","2009M04",98.6
"Andorra","2009M05",98.6
"Andorra","2009M06",98.5
"Andorra","2009M07",97.5
"Andorra","2009M08",98.2
"Andorra","2009M09",99.0
"Andorra","2009M10",99.1
"Andorra","2009M11",99.3
"Andorra","2009M12",99.3
"Andorra","2010M01",99.0
"Andorra","2010M02",99.1
"Andorra","2010M03",100.1
"Andorra","2010M04",100.4
"Andorra","2010M05",100.6
"Andorra","2010M06",100.3
"Andorra","2010M07",99.4
"Andorra","2010M08",99.4
"Andorra","2010M09",100.3
"Andorra","2010M10",100.6
"Andorra","2010M11",100.7
"Andorra","2010M12",101.0
"Andorra","2011M01",100.7
"Andorra","2011M02",101.3
"Andorra","2011M03",102.8
"Andorra","2011M04",103.2
"Andorra","2011M05",103.2
"Andorra","2011M06",102.6
"Andorra","2011M07",102.1
"Andorra","2011M08",102.6
"Andorra","2011M09",103.1
"Andorra","2011M10",103.3
"Andorra","2011M11",103.5
"Andorra","2011M12",103.2
"Andorra","2012M01",103.0
"Andorra","2012M02",103.6
"Andorra","2012M03",104.5
"Andorra","2012M04",104.8
"Andorra","2012M05",104.6
"Andorra","2012M06",103.6
"Andorra","2012M07",103.2
"Andorra","2012M08",104.2
"Andorra","2012M09",104.9
"Andorra","2012M10",104.7
"Andorra","2012M11",104.3
"Andorra","2012M12",104.3
"Andorra","2013M01",104.4
"Andorra","2013M02",104.5
"Andorra","2013M03",105.1
"Andorra","2013M04",104.8
"Andorra","2013M05",104.9
"Andorra","2013M06",104.7
"Andorra","2013M07",104.2
"Andorra","2013M08",104.8
"Andorra","2013M09",105.0
"Andorra","2013M10",104.5
"Andorra","2013M11",104.3
"Andorra","2013M12",104.4
"Andorra","2014M01",104.2
"Andorra","2014M02",104.2
"Andorra","2014M03",104.7
"Andorra","2014M04",105.0
"Andorra","2014M05",104.9
"Andorra","2014M06",104.8
"Andorra","2014M07",104.4
"Andorra","2014M08",104.5
"Andorra","2014M09",104.9
"Andorra","2014M10",104.8
"Andorra","2014M11",104.5
"Andorra","2014M12",103.5
"Andorra","2015M01",102.4
"Andorra","2015M02",102.5
"Andorra","2015M03",103.5
"Andorra","2015M04",103.6
"Andorra","2015M05",104.2
"Andorra","2015M06",104.0
"Andorra","2015M07",103.3
"Andorra","2015M08",103.2
"Andorra","2015M09",103.6
"Andorra","2015M10",103.5
"Andorra","2015M11",103.4
"Andorra","2015M12",103.0
"Andorra","2016M01",102.1
"Andorra","2016M02",101.9
"Andorra","2016M03",102.8
"Andorra","2016M04",102.8
"Andorra","2016M05",103.0
"Andorra","2016M06",103.1
"Andorra","2016M07",102.5
"Andorra","2016M08",102.6
"Andorra","2016M09",103.2
"Andorra","2016M10",103.5
"Andorra","2016M11",103.5
"Andorra","2016M12",104.0
"Andorra","2017M01",105.0
"Andorra","2017M02",105.2
"Andorra","2017M03",105.7
"Andorra","2017M04",105.8
"Andorra","2017M05",105.7
"Andorra","2017M06",105.3
"Andorra","2017M07",104.6
"Andorra","2017M08",105.0
"Andorra","2017M09",105.7
"Andorra","2017M10",106.1
"Andorra","2017M11",106.3
"Andorra","2017M12",106.4
"Andorra","2018M01",105.3
"Andorra","2018M02",105.0
"Andorra","2018M03",106.5
"Andorra","2018M04",106.8
"Andorra","2018M05",107.1
"Andorra","2018M06",107.2
"Andorra","2018M07",106.3
"Andorra","2018M08",106.2
"Andorra","2018M09",107.4
"Andorra","2018M10",107.5
"Andorra","2018M11",107.4
"Andorra","2018M12",107.0
"Andorra","2019M01",105.3
"Andorra","2019M02",105.1
"Andorra","2019M03",107.0
"Andorra","2019M04",107.6
"Andorra","2019M05",107.8
"Andorra","2019M06",107.6
"Andorra","2019M07",107.0
"Andorra","2019M08",106.8
"Andorra","2019M09",108.1
"Andorra","2019M10",108.1
"Andorra","2019M11",108.0
"Andorra","2019M12",108.0
"Andorra","2020M01",106.8
"Andorra","2020M02",106.2
"Andorra","2020M03",107.5
"Andorra","2020M04",107.8
"Andorra","2020M05",107.7
"Andorra","2020M06",107.1
"Andorra","2020M07",107.0
"Andorra","2020M08",107.0
"Andorra","2020M09",107.6
"Andorra","2020M10",107.8
"Andorra","2020M11",107.6
"Andorra","2020M12",107.4
"Andorra","2021M01",106.5
"Andorra","2021M02",106.6
"Andorra","2021M03",108.4
"Andorra","2021M04",108.9
"Andorra","2021M05",109.0
"Andorra","2021M06",109.1
"Andorra","2021M07",109.0
"Andorra","2021M08",109.1
"Andorra","2021M09",110.0
"Andorra","2021M10",110.5
"Andorra","2021M11",111.0
"Andorra","2021M12",110.9
"Andorra","2022M01",110.3
"Andorra","2022M02",110.9
"Andorra","2022M03",113.7
"Andorra","2022M04",115.4
"Andorra","2022M05",116.1
"Andorra","2022M06",117.1
"Andorra","2022M07",116.9
"Andorra","2022M08",116.6
"Andorra","2022M09",117.5
"Andorra","2022M10",118.3
"Andorra","2022M11",118.6
"Andorra","2022M12",118.8
"Andorra","2023M01",118.6
"Andorra","2023M02",119.2
"Andorra","2023M03",121.0
"Andorra","2023M04",121.7
"Andorra","2023M05",121.9
"Andorra","2023M06",122.2
"Andorra","2023M07",122.2
"Andorra","2023M08",123.2
"Andorra","2023M09",124.6
"Andorra","2023M10",124.9
"Andorra","2023M11",124.5
"Andorra","2023M12",124.3
"Andorra","2024M01",123.7
"Andorra","2024M02",124.3
"Andorra","2024M03",126.0
"Andorra","2024M04",126.4
"Andorra","2024M05",126.5
"Andorra","2024M06",126.2
"Andorra","2024M07",125.8
"Andorra","2024M08",125.8
"Andorra","2024M09",126.7
"Andorra","2024M10",127.1
"Andorra","2024M11",127.3
"Andorra","2024M12",127.5
"Armenia","2000M01",66.5
"Armenia","2000M02",66.6
"Armenia","2000M03",66.3
"Armenia","2000M04",65.8
"Armenia","2000M05",65.6
"Armenia","2000M06",65.4
"Armenia","2000M07",64.1
"Armenia","2000M08",63.3
"Armenia","2000M09",63.4
"Armenia","2000M10",63.4
"Armenia","2000M11",64.0
"Armenia","2000M12",65.5
"Armenia","2001M01",68.6
"Armenia","2001M02",67.9
"Armenia","2001M03",67.9
"Armenia","2001M04",67.9
"Armenia","2001M05",69.0
"Armenia","2001M06",68.0
"Armenia","2001M07",66.2
"Armenia","2001M08",65.8
"Armenia","2001M09",65.0
"Armenia","2001M10",65.0
"Armenia","2001M11",65.8
"Armenia","2001M12",67.4
"Armenia","2002M01",68.9
"Armenia","2002M02",68.4
"Armenia","2002M03",68.0
"Armenia","2002M04",69.7
"Armenia","2002M05",70.9
"Armenia","2002M06",70.5
"Armenia","2002M07",67.0
"Armenia","2002M08",65.0
"Armenia","2002M09",64.6
"Armenia","2002M10",64.9
"Armenia","2002M11",66.4
"Armenia","2002M12",68.7
"Armenia","2003M01",71.6
"Armenia","2003M02",70.5
"Armenia","2003M03",70.2
"Armenia","2003M04",71.6
"Armenia","2003M05",72.4
"Armenia","2003M06",73.4
"Armenia","2003M07",69.4
"Armenia","2003M08",67.8
"Armenia","2003M09",69.5
"Armenia","2003M10",69.4
"Armenia","2003M11",71.0
"Armenia","2003M12",74.6
"Armenia","2004M01",76.5
"Armenia","2004M02",76.1
"Armenia","2004M03",76.3
"Armenia","2004M04",77.2
"Armenia","2004M05",78.1
"Armenia","2004M06",78.0
"Armenia","2004M07",76.1
"Armenia","2004M08",74.3
"Armenia","2004M09",73.7
"Armenia","2004M10",73.8
"Armenia","2004M11",74.4
"Armenia","2004M12",76.2
"Armenia","2005M01",80.3
"Armenia","2005M02",79.7
"Armenia","2005M03",79.0
"Armenia","2005M04",78.3
"Armenia","2005M05",78.4
"Armenia","2005M06",77.2
"Armenia","2005M07",73.8
"Armenia","2005M08",72.7
"Armenia","2005M09",73.4
"Armenia","2005M10",73.5
"Armenia","2005M11",74.3
"Armenia","2005M12",76.0
"Armenia","2006M01",77.9
"Armenia","2006M02",78.1
"Armenia","2006M03",78.2
"Armenia","2006M04",78.4
"Armenia","2006M05",80.2
"Armenia","2006M06",79.3
"Armenia","2006M07",78.8
"Armenia","2006M08",78.0
"Armenia","2006M09",77.7
"Armenia","2006M10",77.9
"Armenia","2006M11",78.7
"Armenia","2006M12",79.9
"Armenia","2007M01",81.9
"Armenia","2007M02",82.0
"Armenia","2007M03",81.5
"Armenia","2007M04",81.6
"Armenia","2007M05",83.3
"Armenia","2007M06",83.1
"Armenia","2007M07",80.5
"Armenia","2007M08",79.3
"Armenia","2007M09",79.8
"Armenia","2007M10",82.3
"Armenia","2007M11",84.0
"Armenia","2007M12",85.2
"Armenia","2008M01",87.2
"Armenia","2008M02",88.2
"Armenia","2008M03",89.4
"Armenia","2008M04",90.4
"Armenia","2008M05",91.6
"Armenia","2008M06",91.1
"Armenia","2008M07",89.1
"Armenia","2008M08",88.4
"Armenia","2008M09",88.8
"Armenia","2008M10",89.4
"Armenia","2008M11",89.6
"Armenia","2008M12",89.7
"Armenia","2009M01",90.7
"Armenia","2009M02",89.1
"Armenia","2009M03",90.3
"Armenia","2009M04",93.2
"Armenia","2009M05",94.6
"Armenia","2009M06",94.3
"Armenia","2009M07",91.8
"Armenia","2009M08",91.5
"Armenia","2009M09",92.1
"Armenia","2009M10",92.6
"Armenia","2009M11",93.7
"Armenia","2009M12",95.5
"Armenia","2010M01",98.1
"Armenia","2010M02",98.0
"Armenia","2010M03",98.6
"Armenia","2010M04",100.9
"Armenia","2010M05",100.8
"Armenia","2010M06",99.8
"Armenia","2010M07",98.8
"Armenia","2010M08",99.6
"Armenia","2010M09",99.1
"Armenia","2010M10",99.8
"Armenia","2010M11",101.9
"Armenia","2010M12",104.6
"Armenia","2011M01",108.2
"Armenia","2011M02",109.1
"Armenia","2011M03",110.0
"Armenia","2011M04",109.8
"Armenia","2011M05",109.8
"Armenia","2011M06",108.3
"Armenia","2011M07",105.0
"Armenia","2011M08",104.4
"Armenia","2011M09",105.2
"Armenia","2011M10",105.6
"Armenia","2011M11",106.8
"Armenia","2011M12",109.5
"Armenia","2012M01",113.4
"Armenia","2012M02",112.4
"Armenia","2012M03",112.5
"Armenia","2012M04",111.8
"Armenia","2012M05",110.4
"Armenia","2012M06",109.0
"Armenia","2012M07",107.4
"Armenia","2012M08",107.0
"Armenia","2012M09",107.9
"Armenia","2012M10",109.2
"Armenia","2012M11",110.7
"Armenia","2012M12",113.0
"Armenia","2013M01",116.3
"Armenia","2013M02",115.8
"Armenia","2013M03",116.3
"Armenia","2013M04",116.2
"Armenia","2013M05",116.2
"Armenia","2013M06",116.1
"Armenia","2013M07",116.6
"Armenia","2013M08",116.9
"Armenia","2013M09",116.7
"Armenia","2013M10",117.0
"Armenia","2013M11",118.1
"Armenia","2013M12",119.3
"Armenia","2014M01",122.7
"Armenia","2014M02",121.2
"Armenia","2014M03",120.7
"Armenia","2014M04",121.4
"Armenia","2014M05",120.4
"Armenia","2014M06",118.2
"Armenia","2014M07",117.1
"Armenia","2014M08",117.9
"Armenia","2014M09",118.4
"Armenia","2014M10",119.5
"Armenia","2014M11",121.1
"Armenia","2014M12",124.8
"Armenia","2015M01",127.8
"Armenia","2015M02",127.8
"Armenia","2015M03",127.7
"Armenia","2015M04",127.1
"Armenia","2015M05",126.5
"Armenia","2015M06",124.7
"Armenia","2015M07",122.0
"Armenia","2015M08",122.2
"Armenia","2015M09",122.3
"Armenia","2015M10",121.8
"Armenia","2015M11",122.6
"Armenia","2015M12",124.6
"Armenia","2016M01",127.3
"Armenia","2016M02",125.6
"Armenia","2016M03",125.1
"Armenia","2016M04",124.7
"Armenia","2016M05",123.9
"Armenia","2016M06",123.3
"Armenia","2016M07",120.4
"Armenia","2016M08",119.9
"Armenia","2016M09",120.0
"Armenia","2016M10",120.7
"Armenia","2016M11",121.9
"Armenia","2016M12",123.3
"Armenia","2017M01",126.5
"Armenia","2017M02",125.4
"Armenia","2017M03",125.0
"Armenia","2017M04",126.2
"Armenia","2017M05",125.9
"Armenia","2017M06",124.7
"Armenia","2017M07",121.5
"Armenia","2017M08",121.0
"Armenia","2017M09",121.2
"Armenia","2017M10",122.2
"Armenia","2017M11",124.6
"Armenia","2017M12",126.5
"Armenia","2018M01",130.1
"Armenia","2018M02",129.5
"Armenia","2018M03",129.6
"Armenia","2018M04",129.2
"Armenia","2018M05",127.8
"Armenia","2018M06",125.8
"Armenia","2018M07",124.3
"Armenia","2018M08",125.0
"Armenia","2018M09",125.5
"Armenia","2018M10",125.6
"Armenia","2018M11",126.9
"Armenia","2018M12",128.8
"Armenia","2019M01",131.1
"Armenia","2019M02",131.9
"Armenia","2019M03",132.1
"Armenia","2019M04",132.0
"Armenia","2019M05",131.4
"Armenia","2019M06",128.9
"Armenia","2019M07",126.4
"Armenia","2019M08",125.8
"Armenia","2019M09",126.1
"Armenia","2019M10",126.8
"Armenia","2019M11",128.1
"Armenia","2019M12",129.7
"Armenia","2020M01",131.5
"Armenia","2020M02",131.2
"Armenia","2020M03",131.9
"Armenia","2020M04",133.1
"Armenia","2020M05",132.9
"Armenia","2020M06",131.0
"Armenia","2020M07",128.3
"Armenia","2020M08",128.1
"Armenia","2020M09",127.9
"Armenia","2020M10",128.5
"Armenia","2020M11",130.1
"Armenia","2020M12",134.4
"Armenia","2021M01",137.4
"Armenia","2021M02",138.2
"Armenia","2021M03",139.6
"Armenia","2021M04",141.3
"Armenia","2021M05",140.8
"Armenia","2021M06",139.6
"Armenia","2021M07",138.8
"Armenia","2021M08",139.4
"Armenia","2021M09",139.2
"Armenia","2021M10",140.2
"Armenia","2021M11",142.5
"Armenia","2021M12",144.8
"Armenia","2022M01",147.1
"Armenia","2022M02",147.2
"Armenia","2022M03",149.8
"Armenia","2022M04",153.2
"Armenia","2022M05",153.4
"Armenia","2022M06",153.9
"Armenia","2022M07",151.8
"Armenia","2022M08",152.1
"Armenia","2022M09",153.0
"Armenia","2022M10",153.4
"Armenia","2022M11",155.1
"Armenia","2022M12",156.8
"Armenia","2023M01",159.0
"Armenia","2023M02",159.1
"Armenia","2023M03",158.0
"Armenia","2023M04",158.2
"Armenia","2023M05",155.4
"Armenia","2023M06",153.1
"Armenia","2023M07",151.6
"Armenia","2023M08",151.8
"Armenia","2023M09",153.2
"Armenia","2023M10",153.6
"Armenia","2023M11",154.4
"Armenia","2023M12",155.8
"Armenia","2024M01",99.5
"Armenia","2024M02",98.7
"Armenia","2024M03",99.2
"Armenia","2024M04",99.2
"Armenia","2024M05",100.7
"Armenia","2024M06",101.2
"Armenia","2024M07",101.8
"Armenia","2024M08",101.7
"Armenia","2024M09",101.0
"Armenia","2024M10",101.0
"Armenia","2024M11",102.6
"Armenia","2024M12",103.6
"Austria","2000M01",81.3
"Austria","2000M02",81.9
"Austria","2000M03",82.1
"Austria","2000M04",82.0
"Austria","2000M05",82.1
"Austria","2000M06",82.7
"Austria","2000M07",82.8
"Austria","2000M08",82.8
"Austria","2000M09",83.0
"Austria","2000M10",83.2
"Austria","2000M11",83.5
"Austria","2000M12",83.7
"Austria","2001M01",83.8
"Austria","2001M02",84.1
"Austria","2001M03",84.2
"Austria","2001M04",84.7
"Austria","2001M05",84.8
"Austria","2001M06",85.0
"Austria","2001M07",85.1
"Austria","2001M08",84.9
"Austria","2001M09",85.2
"Austria","2001M10",85.2
"Austria","2001M11",85.2
"Austria","2001M12",85.3
"Austria","2002M01",85.6
"Austria","2002M02",85.7
"Austria","2002M03",85.8
"Austria","2002M04",86.2
"Austria","2002M05",86.4
"Austria","2002M06",86.5
"Austria","2002M07",86.4
"Austria","2002M08",86.6
"Austria","2002M09",86.6
"Austria","2002M10",86.7
"Austria","2002M11",86.6
"Austria","2002M12",86.9
"Austria","2003M01",87.1
"Austria","2003M02",87.2
"Austria","2003M03",87.4
"Austria","2003M04",87.3
"Austria","2003M05",87.3
"Austria","2003M06",87.5
"Austria","2003M07",87.4
"Austria","2003M08",87.6
"Austria","2003M09",87.8
"Austria","2003M10",87.6
"Austria","2003M11",87.8
"Austria","2003M12",88.0
"Austria","2004M01",88.0
"Austria","2004M02",88.4
"Austria","2004M03",88.7
"Austria","2004M04",88.7
"Austria","2004M05",89.1
"Austria","2004M06",89.5
"Austria","2004M07",89.3
"Austria","2004M08",89.3
