"Exchange Rate (XR) by Country, Indicator and Month"

"Country","Month","Exchange Rate, NCU per Euro"
"Liechtenstein","2010M12",1.2811
"Liechtenstein","2011M01",1.2779
"Liechtenstein","2011M02",1.2974
"Liechtenstein","2011M03",1.2867
"Liechtenstein","2011M04",1.2977
"Liechtenstein","2011M05",1.2537
"Liechtenstein","2011M06",1.2092
"Liechtenstein","2011M07",1.1766
"Liechtenstein","2011M08",1.1203
"Liechtenstein","2011M09",1.2005
"Liechtenstein","2011M10",1.2295
"Liechtenstein","2011M11",1.2307
"Liechtenstein","2011M12",1.2276
"Liechtenstein","2012M01",1.2108
"Liechtenstein","2012M02",1.2071
"Liechtenstein","2012M03",1.2061
"Liechtenstein","2012M04",1.2023
"Liechtenstein","2012M05",1.2012
"Liechtenstein","2012M06",1.2011
"Liechtenstein","2012M07",1.2011
"Liechtenstein","2012M08",1.2011
"Liechtenstein","2012M09",1.2089
"Liechtenstein","2012M10",1.2098
"Liechtenstein","2012M11",1.2052
"Liechtenstein","2012M12",1.2091
"Liechtenstein","2013M01",1.2288
"Liechtenstein","2013M02",1.2298
"Liechtenstein","2013M03",1.2266
"Liechtenstein","2013M04",1.2199
"Liechtenstein","2013M05",1.2418
"Liechtenstein","2013M06",1.2322
"Liechtenstein","2013M07",1.2366
"Liechtenstein","2013M08",1.2338
"Liechtenstein","2013M09",1.2338
"Liechtenstein","2013M10",1.2316
"Liechtenstein","2013M11",1.2316
"Liechtenstein","2013M12",1.2245
"Liechtenstein","2014M01",1.2317
"Liechtenstein","2014M02",1.2212
"Liechtenstein","2014M03",1.2177
"Liechtenstein","2014M04",1.2189
"Liechtenstein","2014M05",1.2204
"Liechtenstein","2014M06",1.2181
"Liechtenstein","2014M07",1.2150
"Liechtenstein","2014M08",1.2118
"Liechtenstein","2014M09",1.2076
"Liechtenstein","2014M10",1.2078
"Liechtenstein","2014M11",1.2027
"Liechtenstein","2014M12",1.2026
"Liechtenstein","2015M01",1.0940
"Liechtenstein","2015M02",1.0618
"Liechtenstein","2015M03",1.0608
"Liechtenstein","2015M04",1.0379
"Liechtenstein","2015M05",1.0391
"Liechtenstein","2015M06",1.0455
"Liechtenstein","2015M07",1.0492
"Liechtenstein","2015M08",1.0777
"Liechtenstein","2015M09",1.0913
"Liechtenstein","2015M10",1.0882
"Liechtenstein","2015M11",1.0833
"Liechtenstein","2015M12",1.0827
"Liechtenstein","2016M01",1.0941
"Liechtenstein","2016M02",1.1018
"Liechtenstein","2016M03",1.0920
"Liechtenstein","2016M04",1.0930
"Liechtenstein","2016M05",1.1059
"Liechtenstein","2016M06",1.0893
"Liechtenstein","2016M07",1.0867
"Liechtenstein","2016M08",1.0881
"Liechtenstein","2016M09",1.0919
"Liechtenstein","2016M10",1.0887
"Liechtenstein","2016M11",1.0758
"Liechtenstein","2016M12",1.0750
"Liechtenstein","2017M01",1.0713
"Liechtenstein","2017M02",1.0660
"Liechtenstein","2017M03",1.0706
"Liechtenstein","2017M04",1.0727
"Liechtenstein","2017M05",1.0904
"Liechtenstein","2017M06",1.0874
"Liechtenstein","2017M07",1.1059
"Liechtenstein","2017M08",1.1398
"Liechtenstein","2017M09",1.1470
"Liechtenstein","2017M10",1.1546
"Liechtenstein","2017M11",1.1640
"Liechtenstein","2017M12",1.1689
"Liechtenstein","2018M01",1.1723
"Liechtenstein","2018M02",1.1542
"Liechtenstein","2018M03",1.1685
"Liechtenstein","2018M04",1.1890
"Liechtenstein","2018M05",1.1780
"Liechtenstein","2018M06",1.1562
"Liechtenstein","2018M07",1.1622
"Liechtenstein","2018M08",1.1413
"Liechtenstein","2018M09",1.1286
"Liechtenstein","2018M10",1.1413
"Liechtenstein","2018M11",1.1377
"Liechtenstein","2018M12",1.1293
"Liechtenstein","2019M01",1.1297
"Liechtenstein","2019M02",1.1368
"Liechtenstein","2019M03",1.1311
"Liechtenstein","2019M04",1.1319
"Liechtenstein","2019M05",1.1304
"Liechtenstein","2019M06",1.1167
"Liechtenstein","2019M07",1.1076
"Liechtenstein","2019M08",1.0892
"Liechtenstein","2019M09",1.0903
"Liechtenstein","2019M10",1.0981
"Liechtenstein","2019M11",1.0978
"Liechtenstein","2019M12",1.0925
"Liechtenstein","2020M01",1.0765
"Liechtenstein","2020M02",1.0648
"Liechtenstein","2020M03",1.0591
"Liechtenstein","2020M04",1.0545
"Liechtenstein","2020M05",1.0574
"Liechtenstein","2020M06",1.0712
"Liechtenstein","2020M07",1.0711
"Liechtenstein","2020M08",1.0767
"Liechtenstein","2020M09",1.0786
"Liechtenstein","2020M10",1.0739
"Liechtenstein","2020M11",1.0785
"Liechtenstein","2020M12",1.0814
"Liechtenstein","2021M01",1.0794
"Liechtenstein","2021M02",1.0858
"Liechtenstein","2021M03",1.1065
"Liechtenstein","2021M04",1.1031
"Liechtenstein","2021M05",1.0968
"Liechtenstein","2021M06",1.0940
"Liechtenstein","2021M07",1.0856
"Liechtenstein","2021M08",1.0762
"Liechtenstein","2021M09",1.0857
"Liechtenstein","2021M10",1.0708
"Liechtenstein","2021M11",1.0522
"Liechtenstein","2021M12",1.0408
"Liechtenstein","2022M01",1.0401
"Liechtenstein","2022M02",1.0461
"Liechtenstein","2022M03",1.0245
"Liechtenstein","2022M04",1.0211
"Liechtenstein","2022M05",1.0355
"Liechtenstein","2022M06",1.0245
"Liechtenstein","2022M07",0.9876
"Liechtenstein","2022M08",0.9690
"Liechtenstein","2022M09",0.9640
"Liechtenstein","2022M10",0.9791
"Liechtenstein","2022M11",0.9842
"Liechtenstein","2022M12",0.9865
"Liechtenstein","2023M01",0.9961
"Liechtenstein","2023M02",0.9905
"Liechtenstein","2023M03",0.9908
"Liechtenstein","2023M04",0.9846
"Liechtenstein","2023M05",0.9751
"Liechtenstein","2023M06",0.9764
"Liechtenstein","2023M07",0.9663
"Liechtenstein","2023M08",0.9588
"Liechtenstein","2023M09",0.9600
"Liechtenstein","2023M10",0.9547
"Liechtenstein","2023M11",0.9634
"Liechtenstein","2023M12",0.9441
"Liechtenstein","2024M01",0.9368
"Liechtenstein","2024M02",0.9462
"Liechtenstein","2024M03",0.9656
"Liechtenstein","2024M04",0.9761
"Liechtenstein","2024M05",0.9830
"Liechtenstein","2024M06",0.9616
"Liechtenstein","2024M07",0.9676
"Liechtenstein","2024M08",0.9450
"Liechtenstein","2024M09",0.9414
"Liechtenstein","2024M10",0.9386
"Liechtenstein","2024M11",0.9355
"Liechtenstein","2024M12",0.9339
"Lithuania","2000M01",1.0000
"Lithuania","2000M02",1.0000
"Lithuania","2000M03",1.0000
"Lithuania","2000M04",1.0000
"Lithuania","2000M05",1.0000
"Lithuania","2000M06",1.0000
"Lithuania","2000M07",1.0000
"Lithuania","2000M08",1.0000
"Lithuania","2000M09",1.0000
"Lithuania","2000M10",1.0000
"Lithuania","2000M11",1.0000
"Lithuania","2000M12",1.0000
"Lithuania","2001M01",1.0000
"Lithuania","2001M02",1.0000
"Lithuania","2001M03",1.0000
"Lithuania","2001M04",1.0000
"Lithuania","2001M05",1.0000
"Lithuania","2001M06",1.0000
"Lithuania","2001M07",1.0000
"Lithuania","2001M08",1.0000
"Lithuania","2001M09",1.0000
"Lithuania","2001M10",1.0000
"Lithuania","2001M11",1.0000
"Lithuania","2001M12",1.0000
"Lithuania","2002M01",1.0000
"Lithuania","2002M02",1.0000
"Lithuania","2002M03",1.0000
"Lithuania","2002M04",1.0000
"Lithuania","2002M05",1.0000
"Lithuania","2002M06",1.0000
"Lithuania","2002M07",1.0000
"Lithuania","2002M08",1.0000
"Lithuania","2002M09",1.0000
"Lithuania","2002M10",1.0000
"Lithuania","2002M11",1.0000
"Lithuania","2002M12",1.0000
"Lithuania","2003M01",1.0000
"Lithuania","2003M02",1.0000
"Lithuania","2003M03",1.0000
"Lithuania","2003M04",1.0000
"Lithuania","2003M05",1.0000
"Lithuania","2003M06",1.0000
"Lithuania","2003M07",1.0000
"Lithuania","2003M08",1.0000
"Lithuania","2003M09",1.0000
"Lithuania","2003M10",1.0000
"Lithuania","2003M11",1.0000
"Lithuania","2003M12",1.0000
"Lithuania","2004M01",1.0000
"Lithuania","2004M02",1.0000
"Lithuania","2004M03",1.0000
"Lithuania","2004M04",1.0000
"Lithuania","2004M05",1.0000
"Lithuania","2004M06",1.0000
"Lithuania","2004M07",1.0000
"Lithuania","2004M08",1.0000
"Lithuania","2004M09",1.0000
"Lithuania","2004M10",1.0000
"Lithuania","2004M11",1.0000
"Lithuania","2004M12",1.0000
"Lithuania","2005M01",1.0000
"Lithuania","2005M02",1.0000
"Lithuania","2005M03",1.0000
"Lithuania","2005M04",1.0000
"Lithuania","2005M05",1.0000
"Lithuania","2005M06",1.0000
"Lithuania","2005M07",1.0000
"Lithuania","2005M08",1.0000
"Lithuania","2005M09",1.0000
"Lithuania","2005M10",1.0000
"Lithuania","2005M11",1.0000
"Lithuania","2005M12",1.0000
"Lithuania","2006M01",1.0000
"Lithuania","2006M02",1.0000
"Lithuania","2006M03",1.0000
"Lithuania","2006M04",1.0000
"Lithuania","2006M05",1.0000
"Lithuania","2006M06",1.0000
"Lithuania","2006M07",1.0000
"Lithuania","2006M08",1.0000
"Lithuania","2006M09",1.0000
"Lithuania","2006M10",1.0000
"Lithuania","2006M11",1.0000
"Lithuania","2006M12",1.0000
"Lithuania","2007M01",1.0000
"Lithuania","2007M02",1.0000
"Lithuania","2007M03",1.0000
"Lithuania","2007M04",1.0000
"Lithuania","2007M05",1.0000
"Lithuania","2007M06",1.0000
"Lithuania","2007M07",1.0000
"Lithuania","2007M08",1.0000
"Lithuania","2007M09",1.0000
"Lithuania","2007M10",1.0000
"Lithuania","2007M11",1.0000
"Lithuania","2007M12",1.0000
"Lithuania","2008M01",1.0000
"Lithuania","2008M02",1.0000
"Lithuania","2008M03",1.0000
"Lithuania","2008M04",1.0000
"Lithuania","2008M05",1.0000
"Lithuania","2008M06",1.0000
"Lithuania","2008M07",1.0000
"Lithuania","2008M08",1.0000
"Lithuania","2008M09",1.0000
"Lithuania","2008M10",1.0000
"Lithuania","2008M11",1.0000
"Lithuania","2008M12",1.0000
"Lithuania","2009M01",1.0000
"Lithuania","2009M02",1.0000
"Lithuania","2009M03",1.0000
"Lithuania","2009M04",1.0000
"Lithuania","2009M05",1.0000
"Lithuania","2009M06",1.0000
"Lithuania","2009M07",1.0000
"Lithuania","2009M08",1.0000
"Lithuania","2009M09",1.0000
"Lithuania","2009M10",1.0000
"Lithuania","2009M11",1.0000
"Lithuania","2009M12",1.0000
"Lithuania","2010M01",1.0000
"Lithuania","2010M02",1.0000
"Lithuania","2010M03",1.0000
"Lithuania","2010M04",1.0000
"Lithuania","2010M05",1.0000
"Lithuania","2010M06",1.0000
"Lithuania","2010M07",1.0000
"Lithuania","2010M08",1.0000
"Lithuania","2010M09",1.0000
"Lithuania","2010M10",1.0000
"Lithuania","2010M11",1.0000
"Lithuania","2010M12",1.0000
"Lithuania","2011M01",1.0000
"Lithuania","2011M02",1.0000
"Lithuania","2011M03",1.0000
"Lithuania","2011M04",1.0000
"Lithuania","2011M05",1.0000
"Lithuania","2011M06",1.0000
"Lithuania","2011M07",1.0000
"Lithuania","2011M08",1.0000
"Lithuania","2011M09",1.0000
"Lithuania","2011M10",1.0000
"Lithuania","2011M11",1.0000
"Lithuania","2011M12",1.0000
"Lithuania","2012M01",1.0000
"Lithuania","2012M02",1.0000
"Lithuania","2012M03",1.0000
"Lithuania","2012M04",1.0000
"Lithuania","2012M05",1.0000
"Lithuania","2012M06",1.0000
"Lithuania","2012M07",1.0000
"Lithuania","2012M08",1.0000
"Lithuania","2012M09",1.0000
"Lithuania","2012M10",1.0000
"Lithuania","2012M11",1.0000
"Lithuania","2012M12",1.0000
"Lithuania","2013M01",1.0000
"Lithuania","2013M02",1.0000
"Lithuania","2013M03",1.0000
"Lithuania","2013M04",1.0000
"Lithuania","2013M05",1.0000
"Lithuania","2013M06",1.0000
"Lithuania","2013M07",1.0000
"Lithuania","2013M08",1.0000
"Lithuania","2013M09",1.0000
"Lithuania","2013M10",1.0000
"Lithuania","2013M11",1.0000
"Lithuania","2013M12",1.0000
"Lithuania","2014M01",1.0000
"Lithuania","2014M02",1.0000
"Lithuania","2014M03",1.0000
"Lithuania","2014M04",1.0000
"Lithuania","2014M05",1.0000
"Lithuania","2014M06",1.0000
"Lithuania","2014M07",1.0000
"Lithuania","2014M08",1.0000
"Lithuania","2014M09",1.0000
"Lithuania","2014M10",1.0000
"Lithuania","2014M11",1.0000
"Lithuania","2014M12",1.0000
"Lithuania","2015M01",1.0000
"Lithuania","2015M02",1.0000
"Lithuania","2015M03",1.0000
"Lithuania","2015M04",1.0000
"Lithuania","2015M05",1.0000
"Lithuania","2015M06",1.0000
"Lithuania","2015M07",1.0000
"Lithuania","2015M08",1.0000
"Lithuania","2015M09",1.0000
"Lithuania","2015M10",1.0000
"Lithuania","2015M11",1.0000
"Lithuania","2015M12",1.0000
"Lithuania","2016M01",1.0000
"Lithuania","2016M02",1.0000
"Lithuania","2016M03",1.0000
"Lithuania","2016M04",1.0000
"Lithuania","2016M05",1.0000
"Lithuania","2016M06",1.0000
"Lithuania","2016M07",1.0000
"Lithuania","2016M08",1.0000
"Lithuania","2016M09",1.0000
"Lithuania","2016M10",1.0000
"Lithuania","2016M11",1.0000
"Lithuania","2016M12",1.0000
"Lithuania","2017M01",1.0000
"Lithuania","2017M02",1.0000
"Lithuania","2017M03",1.0000
"Lithuania","2017M04",1.0000
"Lithuania","2017M05",1.0000
"Lithuania","2017M06",1.0000
"Lithuania","2017M07",1.0000
"Lithuania","2017M08",1.0000
"Lithuania","2017M09",1.0000
"Lithuania","2017M10",1.0000
"Lithuania","2017M11",1.0000
"Lithuania","2017M12",1.0000
"Lithuania","2018M01",1.0000
"Lithuania","2018M02",1.0000
"Lithuania","2018M03",1.0000
"Lithuania","2018M04",1.0000
"Lithuania","2018M05",1.0000
"Lithuania","2018M06",1.0000
"Lithuania","2018M07",1.0000
"Lithuania","2018M08",1.0000
"Lithuania","2018M09",1.0000
"Lithuania","2018M10",1.0000
"Lithuania","2018M11",1.0000
"Lithuania","2018M12",1.0000
"Lithuania","2019M01",1.0000
"Lithuania","2019M02",1.0000
"Lithuania","2019M03",1.0000
"Lithuania","2019M04",1.0000
"Lithuania","2019M05",1.0000
"Lithuania","2019M06",1.0000
"Lithuania","2019M07",1.0000
"Lithuania","2019M08",1.0000
"Lithuania","2019M09",1.0000
"Lithuania","2019M10",1.0000
"Lithuania","2019M11",1.0000
"Lithuania","2019M12",1.0000
"Lithuania","2020M01",1.0000
"Lithuania","2020M02",1.0000
"Lithuania","2020M03",1.0000
"Lithuania","2020M04",1.0000
"Lithuania","2020M05",1.0000
"Lithuania","2020M06",1.0000
"Lithuania","2020M07",1.0000
"Lithuania","2020M08",1.0000
"Lithuania","2020M09",1.0000
"Lithuania","2020M10",1.0000
"Lithuania","2020M11",1.0000
"Lithuania","2020M12",1.0000
"Lithuania","2021M01",1.0000
"Lithuania","2021M02",1.0000
"Lithuania","2021M03",1.0000
"Lithuania","2021M04",1.0000
"Lithuania","2021M05",1.0000
"Lithuania","2021M06",1.0000
"Lithuania","2021M07",1.0000
"Lithuania","2021M08",1.0000
"Lithuania","2021M09",1.0000
"Lithuania","2021M10",1.0000
"Lithuania","2021M11",1.0000
"Lithuania","2021M12",1.0000
"Lithuania","2022M01",1.0000
"Lithuania","2022M02",1.0000
"Lithuania","2022M03",1.0000
"Lithuania","2022M04",1.0000
"Lithuania","2022M05",1.0000
"Lithuania","2022M06",1.0000
"Lithuania","2022M07",1.0000
"Lithuania","2022M08",1.0000
"Lithuania","2022M09",1.0000
"Lithuania","2022M10",1.0000
"Lithuania","2022M11",1.0000
"Lithuania","2022M12",1.0000
"Lithuania","2023M01",1.0000
"Lithuania","2023M02",1.0000
"Lithuania","2023M03",1.0000
"Lithuania","2023M04",1.0000
"Lithuania","2023M05",1.0000
"Lithuania","2023M06",1.0000
"Lithuania","2023M07",1.0000
"Lithuania","2023M08",1.0000
"Lithuania","2023M09",1.0000
"Lithuania","2023M10",1.0000
"Lithuania","2023M11",1.0000
"Lithuania","2023M12",1.0000
"Lithuania","2024M01",1.0000
"Lithuania","2024M02",1.0000
"Lithuania","2024M03",1.0000
"Lithuania","2024M04",1.0000
"Lithuania","2024M05",1.0000
"Lithuania","2024M06",1.0000
"Lithuania","2024M07",1.0000
"Lithuania","2024M08",1.0000
"Lithuania","2024M09",1.0000
"Lithuania","2024M10",1.0000
"Lithuania","2024M11",1.0000
"Lithuania","2024M12",1.0000
"Luxembourg","2000M01",1.0000
"Luxembourg","2000M02",1.0000
"Luxembourg","2000M03",1.0000
"Luxembourg","2000M04",1.0000
"Luxembourg","2000M05",1.0000
"Luxembourg","2000M06",1.0000
"Luxembourg","2000M07",1.0000
"Luxembourg","2000M08",1.0000
"Luxembourg","2000M09",1.0000
"Luxembourg","2000M10",1.0000
"Luxembourg","2000M11",1.0000
"Luxembourg","2000M12",1.0000
"Luxembourg","2001M01",1.0000
"Luxembourg","2001M02",1.0000
"Luxembourg","2001M03",1.0000
"Luxembourg","2001M04",1.0000
"Luxembourg","2001M05",1.0000
"Luxembourg","2001M06",1.0000
"Luxembourg","2001M07",1.0000
"Luxembourg","2001M08",1.0000
"Luxembourg","2001M09",1.0000
"Luxembourg","2001M10",1.0000
"Luxembourg","2001M11",1.0000
"Luxembourg","2001M12",1.0000
"Luxembourg","2002M01",1.0000
"Luxembourg","2002M02",1.0000
"Luxembourg","2002M03",1.0000
"Luxembourg","2002M04",1.0000
"Luxembourg","2002M05",1.0000
"Luxembourg","2002M06",1.0000
"Luxembourg","2002M07",1.0000
"Luxembourg","2002M08",1.0000
"Luxembourg","2002M09",1.0000
"Luxembourg","2002M10",1.0000
"Luxembourg","2002M11",1.0000
"Luxembourg","2002M12",1.0000
"Luxembourg","2003M01",1.0000
"Luxembourg","2003M02",1.0000
"Luxembourg","2003M03",1.0000
"Luxembourg","2003M04",1.0000
"Luxembourg","2003M05",1.0000
"Luxembourg","2003M06",1.0000
"Luxembourg","2003M07",1.0000
"Luxembourg","2003M08",1.0000
"Luxembourg","2003M09",1.0000
"Luxembourg","2003M10",1.0000
"Luxembourg","2003M11",1.0000
"Luxembourg","2003M12",1.0000
"Luxembourg","2004M01",1.0000
"Luxembourg","2004M02",1.0000
"Luxembourg","2004M03",1.0000
"Luxembourg","2004M04",1.0000
"Luxembourg","2004M05",1.0000
"Luxembourg","2004M06",1.0000
"Luxembourg","2004M07",1.0000
"Luxembourg","2004M08",1.0000
"Luxembourg","2004M09",1.0000
"Luxembourg","2004M10",1.0000
"Luxembourg","2004M11",1.0000
"Luxembourg","2004M12",1.0000
"Luxembourg","2005M01",1.0000
"Luxembourg","2005M02",1.0000
"Luxembourg","2005M03",1.0000
"Luxembourg","2005M04",1.0000
"Luxembourg","2005M05",1.0000
"Luxembourg","2005M06",1.0000
"Luxembourg","2005M07",1.0000
"Luxembourg","2005M08",1.0000
"Luxembourg","2005M09",1.0000
"Luxembourg","2005M10",1.0000
"Luxembourg","2005M11",1.0000
"Luxembourg","2005M12",1.0000
"Luxembourg","2006M01",1.0000
"Luxembourg","2006M02",1.0000
"Luxembourg","2006M03",1.0000
"Luxembourg","2006M04",1.0000
"Luxembourg","2006M05",1.0000
"Luxembourg","2006M06",1.0000
"Luxembourg","2006M07",1.0000
"Luxembourg","2006M08",1.0000
"Luxembourg","2006M09",1.0000
"Luxembourg","2006M10",1.0000
"Luxembourg","2006M11",1.0000
"Luxembourg","2006M12",1.0000
"Luxembourg","2007M01",1.0000
"Luxembourg","2007M02",1.0000
"Luxembourg","2007M03",1.0000
"Luxembourg","2007M04",1.0000
"Luxembourg","2007M05",1.0000
"Luxembourg","2007M06",1.0000
"Luxembourg","2007M07",1.0000
"Luxembourg","2007M08",1.0000
"Luxembourg","2007M09",1.0000
"Luxembourg","2007M10",1.0000
"Luxembourg","2007M11",1.0000
"Luxembourg","2007M12",1.0000
"Luxembourg","2008M01",1.0000
"Luxembourg","2008M02",1.0000
"Luxembourg","2008M03",1.0000
"Luxembourg","2008M04",1.0000
"Luxembourg","2008M05",1.0000
"Luxembourg","2008M06",1.0000
"Luxembourg","2008M07",1.0000
"Luxembourg","2008M08",1.0000
"Luxembourg","2008M09",1.0000
"Luxembourg","2008M10",1.0000
"Luxembourg","2008M11",1.0000
"Luxembourg","2008M12",1.0000
"Luxembourg","2009M01",1.0000
"Luxembourg","2009M02",1.0000
"Luxembourg","2009M03",1.0000
"Luxembourg","2009M04",1.0000
"Luxembourg","2009M05",1.0000
"Luxembourg","2009M06",1.0000
"Luxembourg","2009M07",1.0000
"Luxembourg","2009M08",1.0000
"Luxembourg","2009M09",1.0000
"Luxembourg","2009M10",1.0000
"Luxembourg","2009M11",1.0000
"Luxembourg","2009M12",1.0000
"Luxembourg","2010M01",1.0000
"Luxembourg","2010M02",1.0000
"Luxembourg","2010M03",1.0000
"Luxembourg","2010M04",1.0000
"Luxembourg","2010M05",1.0000
"Luxembourg","2010M06",1.0000
"Luxembourg","2010M07",1.0000
"Luxembourg","2010M08",1.0000
"Luxembourg","2010M09",1.0000
"Luxembourg","2010M10",1.0000
"Luxembourg","2010M11",1.0000
"Luxembourg","2010M12",1.0000
"Luxembourg","2011M01",1.0000
"Luxembourg","2011M02",1.0000
"Luxembourg","2011M03",1.0000
"Luxembourg","2011M04",1.0000
"Luxembourg","2011M05",1.0000
"Luxembourg","2011M06",1.0000
"Luxembourg","2011M07",1.0000
"Luxembourg","2011M08",1.0000
"Luxembourg","2011M09",1.0000
"Luxembourg","2011M10",1.0000
"Luxembourg","2011M11",1.0000
"Luxembourg","2011M12",1.0000
"Luxembourg","2012M01",1.0000
"Luxembourg","2012M02",1.0000
"Luxembourg","2012M03",1.0000
"Luxembourg","2012M04",1.0000
"Luxembourg","2012M05",1.0000
"Luxembourg","2012M06",1.0000
"Luxembourg","2012M07",1.0000
"Luxembourg","2012M08",1.0000
"Luxembourg","2012M09",1.0000
"Luxembourg","2012M10",1.0000
"Luxembourg","2012M11",1.0000
"Luxembourg","2012M12",1.0000
"Luxembourg","2013M01",1.0000
"Luxembourg","2013M02",1.0000
"Luxembourg","2013M03",1.0000
"Luxembourg","2013M04",1.0000
"Luxembourg","2013M05",1.0000
"Luxembourg","2013M06",1.0000
"Luxembourg","2013M07",1.0000
"Luxembourg","2013M08",1.0000
"Luxembourg","2013M09",1.0000
"Luxembourg","2013M10",1.0000
"Luxembourg","2013M11",1.0000
"Luxembourg","2013M12",1.0000
"Luxembourg","2014M01",1.0000
"Luxembourg","2014M02",1.0000
"Luxembourg","2014M03",1.0000
"Luxembourg","2014M04",1.0000
"Luxembourg","2014M05",1.0000
"Luxembourg","2014M06",1.0000
"Luxembourg","2014M07",1.0000
"Luxembourg","2014M08",1.0000
"Luxembourg","2014M09",1.0000
"Luxembourg","2014M10",1.0000
"Luxembourg","2014M11",1.0000
"Luxembourg","2014M12",1.0000
"Luxembourg","2015M01",1.0000
"Luxembourg","2015M02",1.0000
"Luxembourg","2015M03",1.0000
"Luxembourg","2015M04",1.0000
"Luxembourg","2015M05",1.0000
"Luxembourg","2015M06",1.0000
"Luxembourg","2015M07",1.0000
"Luxembourg","2015M08",1.0000
"Luxembourg","2015M09",1.0000
"Luxembourg","2015M10",1.0000
"Luxembourg","2015M11",1.0000
"Luxembourg","2015M12",1.0000
"Luxembourg","2016M01",1.0000
"Luxembourg","2016M02",1.0000
"Luxembourg","2016M03",1.0000
"Luxembourg","2016M04",1.0000
"Luxembourg","2016M05",1.0000
"Luxembourg","2016M06",1.0000
"Luxembourg","2016M07",1.0000
"Luxembourg","2016M08",1.0000
"Luxembourg","2016M09",1.0000
"Luxembourg","2016M10",1.0000
"Luxembourg","2016M11",1.0000
"Luxembourg","2016M12",1.0000
"Luxembourg","2017M01",1.0000
"Luxembourg","2017M02",1.0000
"Luxembourg","2017M03",1.0000
"Luxembourg","2017M04",1.0000
"Luxembourg","2017M05",1.0000
"Luxembourg","2017M06",1.0000
"Luxembourg","2017M07",1.0000
"Luxembourg","2017M08",1.0000
"Luxembourg","2017M09",1.0000
"Luxembourg","2017M10",1.0000
"Luxembourg","2017M11",1.0000
"Luxembourg","2017M12",1.0000
"Luxembourg","2018M01",1.0000
"Luxembourg","2018M02",1.0000
"Luxembourg","2018M03",1.0000
"Luxembourg","2018M04",1.0000
"Luxembourg","2018M05",1.0000
"Luxembourg","2018M06",1.0000
"Luxembourg","2018M07",1.0000
"Luxembourg","2018M08",1.0000
"Luxembourg","2018M09",1.0000
"Luxembourg","2018M10",1.0000
"Luxembourg","2018M11",1.0000
"Luxembourg","2018M12",1.0000
"Luxembourg","2019M01",1.0000
"Luxembourg","2019M02",1.0000
"Luxembourg","2019M03",1.0000
"Luxembourg","2019M04",1.0000
"Luxembourg","2019M05",1.0000
"Luxembourg","2019M06",1.0000
"Luxembourg","2019M07",1.0000
"Luxembourg","2019M08",1.0000
"Luxembourg","2019M09",1.0000
"Luxembourg","2019M10",1.0000
"Luxembourg","2019M11",1.0000
"Luxembourg","2019M12",1.0000
"Luxembourg","2020M01",1.0000
"Luxembourg","2020M02",1.0000
"Luxembourg","2020M03",1.0000
"Luxembourg","2020M04",1.0000
"Luxembourg","2020M05",1.0000
"Luxembourg","2020M06",1.0000
"Luxembourg","2020M07",1.0000
"Luxembourg","2020M08",1.0000
"Luxembourg","2020M09",1.0000
"Luxembourg","2020M10",1.0000
"Luxembourg","2020M11",1.0000
"Luxembourg","2020M12",1.0000
"Luxembourg","2021M01",1.0000
"Luxembourg","2021M02",1.0000
"Luxembourg","2021M03",1.0000
"Luxembourg","2021M04",1.0000
"Luxembourg","2021M05",1.0000
"Luxembourg","2021M06",1.0000
"Luxembourg","2021M07",1.0000
"Luxembourg","2021M08",1.0000
"Luxembourg","2021M09",1.0000
"Luxembourg","2021M10",1.0000
"Luxembourg","2021M11",1.0000
"Luxembourg","2021M12",1.0000
"Luxembourg","2022M01",1.0000
"Luxembourg","2022M02",1.0000
"Luxembourg","2022M03",1.0000
"Luxembourg","2022M04",1.0000
"Luxembourg","2022M05",1.0000
"Luxembourg","2022M06",1.0000
"Luxembourg","2022M07",1.0000
"Luxembourg","2022M08",1.0000
"Luxembourg","2022M09",1.0000
"Luxembourg","2022M10",1.0000
"Luxembourg","2022M11",1.0000
"Luxembourg","2022M12",1.0000
"Luxembourg","2023M01",1.0000
"Luxembourg","2023M02",1.0000
"Luxembourg","2023M03",1.0000
"Luxembourg","2023M04",1.0000
"Luxembourg","2023M05",1.0000
"Luxembourg","2023M06",1.0000
"Luxembourg","2023M07",1.0000
"Luxembourg","2023M08",1.0000
"Luxembourg","2023M09",1.0000
"Luxembourg","2023M10",1.0000
"Luxembourg","2023M11",1.0000
"Luxembourg","2023M12",1.0000
"Luxembourg","2024M01",1.0000
"Luxembourg","2024M02",1.0000
"Luxembourg","2024M03",1.0000
"Luxembourg","2024M04",1.0000
"Luxembourg","2024M05",1.0000
"Luxembourg","2024M06",1.0000
"Luxembourg","2024M07",1.0000
"Luxembourg","2024M08",1.0000
"Luxembourg","2024M09",1.0000
"Luxembourg","2024M10",1.0000
"Luxembourg","2024M11",1.0000
"Luxembourg","2024M12",1.0000
"Malta","2000M01",1.0000
"Malta","2000M02",1.0000
"Malta","2000M03",1.0000
"Malta","2000M04",1.0000
"Malta","2000M05",1.0000
"Malta","2000M06",1.0000
"Malta","2000M07",1.0000
"Malta","2000M08",1.0000
"Malta","2000M09",1.0000
"Malta","2000M10",1.0000
"Malta","2000M11",1.0000
"Malta","2000M12",1.0000
"Malta","2001M01",1.0000
"Malta","2001M02",1.0000
"Malta","2001M03",1.0000
"Malta","2001M04",1.0000
